USGS_Station_Number,Field_Name,project,discrete,estimated,frozen,storm,unique_storm_number,n_sub_flow_events,storm_start,storm_end,runoff_volume,peak_discharge,estimated_flow_fraction,suspended_sediment_load_pounds,chloride_load_pounds,nitrate_plus_nitrite_load_pounds,ammonia_plus_ammonium_load_pounds,total_Kjeldahl_nitrogen_unfiltered_load_pounds,orthophosphate_load_pounds,total_phosphorus_unfiltered_load_pounds,total_nitrogen_load_pounds,organic_nitrogen_load_pounds,dissolved_organic_carbon_load_pounds,total_organic_carbon_load_pounds,total_Kjeldahl_nitrogen_filtered_load_pounds,total_phosphorus_filtered_load_pounds,total_dissolved_solids_load_pounds,total_solids_load_pounds,total_suspended_solids_load_pounds,total_volatile_suspended_solids_load_pounds,suspended_sediment_conc_mgL,chloride_conc_mgL,nitrate_plus_nitrite_conc_mgL,ammonia_plus_ammonium_conc_mgL,total_Kjeldahl_nitrogen_unfiltered_conc_mgL,orthophosphate_conc_mgL,total_phosphorus_unfiltered_conc_mgL,total_nitrogen_conc_mgL,organic_nitrogen_conc_mgL,dissolved_organic_carbon_conc_mgL,total_organic_carbon_conc_mgL,total_Kjeldahl_nitrogen_filtered_conc_mgL,total_phosphorus_filtered_conc_mgL,total_dissolved_solids_conc_mgL,total_solids_conc_mgL,total_suspended_solids_conc_mgL,total_volatile_suspended_solids_conc_mgL,remark_suspended_sediment,remark_chloride,remark_nitrate_plus_nitrite,remark_ammonia_plus_ammonium,remark_total_Kjeldahl_nitrogen_unfiltered,remark_orthophosphate,remark_total_phosphorus_unfiltered,remark_total_nitrogen,remark_organic_nitrogen,remark_dissolved_organic_carbon,remark_total_organic_carbon,remark_total_Kjeldahl_nitrogen_filtered,remark_total_phosphorus_filtered,remark_total_dissolved_solids,remark_total_solids,remark_total_suspended_solids,remark_total_volatile_suspended_solids,suspended_sediment_yield_pounds_per_acre,chloride_yield_pounds_per_acre,nitrate_plus_nitrite_yield_pounds_per_acre,ammonia_plus_ammonium_yield_pounds_per_acre,total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre,orthophosphate_yield_pounds_per_acre,total_phosphorus_unfiltered_yield_pounds_per_acre,total_nitrogen_yield_pounds_per_acre,organic_nitrogen_yield_pounds_per_acre,dissolved_organic_carbon_yield_pounds_per_acre,total_organic_carbon_yield_pounds_per_acre,total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre,total_phosphorus_filtered_yield_pounds_per_acre,total_dissolved_solids_yield_pounds_per_acre,total_solids_yield_pounds_per_acre,total_suspended_solids_yield_pounds_per_acre,total_volatile_suspended_solids_yield_pounds_per_acre,rain,duration,Ievent,I5,I10,I15,I30,I60,energy_m1,erosivity_m1,energy_m2,erosivity_m2,ARFdays1,ARFdays2,ARFdays7,ARFdays14,remark_rain
USGS-411228084541702,IN-TL2,GLRI,0,0,1,1,1722,1,1/10/2017 19:15,1/11/2017 18:45,10610,0.39,0,53.7,9.87,0.0331,0.199,1.48,0.465,0.647,1.51,1.28,NA,NA,NA,NA,NA,NA,NA,NA,81,14.9,0.1,0.3,2.23,0.702,0.976,2.28,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859,0.158,0.00053,0.00318,0.0236,0.00744,0.0103,0.0242,0.0205,NA,NA,NA,NA,NA,NA,NA,NA,0.27,6.883,0.03923,0.72,0.6,0.56,0.48,0.32,240.6,1.155,269.7,1.295,0.16,0.16,0.73,1.32,tile frozen
USGS-411228084541702,IN-TL2,GLRI,0,1,1,0,1723,1,1/11/2017 18:45,1/12/2017 4:45,2612,0.1164,1,13.2,2.43,0.00815,0.0489,0.364,0.114,0.159,0.372,0.315,NA,NA,NA,NA,NA,NA,NA,NA,81,14.9,0.1,0.3,2.23,0.702,0.976,2.28,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,0.0389,0.00013,0.000783,0.00582,0.00183,0.00255,0.00595,0.00504,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.1,0.2,0.24,0.24,0.16,0.08,0.04,26.56,0.02125,28.55,0.02284,0,0.43,0.43,1.49,tile frozen
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1724,1,1/12/2017 4:45,1/13/2017 11:45,32590,0.45,0,175,8.95,0.61,0.142,3.21,0.393,0.875,3.83,3.07,NA,NA,NA,NA,NA,NA,NA,NA,86,4.4,0.3,0.07,1.58,0.193,0.43,1.88,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.143,0.00977,0.00228,0.0514,0.00628,0.014,0.0612,0.0492,NA,NA,NA,NA,NA,NA,NA,NA,1.02,12.55,0.08127,1.08,0.78,0.64,0.52,0.38,762.6,3.966,783.9,4.076,0,0.43,0.43,1.49,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,1,0,1725,1,1/13/2017 11:45,1/17/2017 5:00,609.4,0.02,1,1.22,0.16,0.000951,0.0019,0.0418,0.00377,0.0086,0.0438,0.0399,NA,NA,NA,NA,NA,NA,NA,NA,32,4.2,0.05,0.05,1.1,0.099,0.226,1.15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195,0.00256,0.0000152,0.0000304,0.00067,0.0000603,0.000138,0.0007,0.000639,NA,NA,NA,NA,NA,NA,NA,NA,0.19,13.1,0.0145,1.44,0.84,0.72,0.48,0.24,208.5,1.001,214.9,1.032,0,0,1.45,2.5,tile frozen
USGS-411228084541702,IN-TL2,GLRI,0,0,1,1,1726,1,1/17/2017 5:00,1/18/2017 16:00,31010,0.44,0,85.2,5.42,0.387,0.136,2.46,0.294,0.618,2.85,2.32,NA,NA,NA,NA,NA,NA,NA,NA,44,2.8,0.2,0.07,1.27,0.152,0.319,1.47,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.0867,0.00619,0.00217,0.0393,0.00471,0.00988,0.0455,0.0372,NA,NA,NA,NA,NA,NA,NA,NA,0.63,8.383,0.07515,1.44,0.84,0.72,0.52,0.4,474,2.465,510.9,2.657,0.07,0.07,1.52,2.21,tile frozen
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1727,1,1/18/2017 16:00,1/20/2017 7:45,1371,0.03243,1,2.74,0.359,0.00214,0.00428,0.0941,0.00847,0.0193,0.0984,0.0899,NA,NA,NA,NA,NA,NA,NA,NA,32,4.2,0.05,0.05,1.1,0.099,0.226,1.15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0438,0.00575,0.0000342,0.0000685,0.00151,0.000136,0.000309,0.00157,0.00144,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3.533,0.0283,0.48,0.36,0.32,0.24,0.16,92.74,0.2226,104.1,0.2499,0,0,0.7,2.15,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1728,1,1/20/2017 7:45,1/22/2017 22:45,21480,0.42,0,42.9,5.63,0.067,0.067,1.47,0.133,0.303,1.54,1.41,NA,NA,NA,NA,NA,NA,NA,NA,32,4.2,0.1,0.05,1.1,0.099,0.226,1.15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687,0.0901,0.00107,0.00107,0.0236,0.00212,0.00485,0.0247,0.0225,NA,NA,NA,NA,NA,NA,NA,NA,0.75,63.17,0.01187,0.48,0.36,0.32,0.24,0.21,414,0.9935,482.4,1.158,0,0,0.7,2.15,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1729,1,1/22/2017 22:45,1/23/2017 20:30,671.5,0.01362,1,1.34,0.176,0.0021,0.0021,0.0461,0.00415,0.00947,0.0482,0.044,NA,NA,NA,NA,NA,NA,NA,NA,32,4.2,0.1,0.05,1.1,0.099,0.226,1.15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0215,0.00282,0.0000335,0.0000335,0.000738,0.0000664,0.000152,0.000771,0.000704,NA,NA,NA,NA,NA,NA,NA,NA,0.07,1.65,0.04242,0.24,0.24,0.16,0.12,0.1,62.53,0.07504,71.27,0.08552,0.01,0.12,1.44,2.9,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1730,1,1/23/2017 20:30,1/24/2017 23:45,17930,0.43,0,28,4.25,0.056,0.0336,1.3,0.103,0.232,1.35,1.27,NA,NA,NA,NA,NA,NA,NA,NA,25,3.8,0.1,0.03,1.16,0.092,0.207,1.21,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448,0.0681,0.000896,0.000537,0.0208,0.00165,0.00371,0.0217,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,0.49,15.4,0.03182,0.24,0.24,0.16,0.14,0.11,234.7,0.3286,282.3,0.3952,0.01,0.12,1.44,2.9,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1731,1,1/24/2017 23:45,2/7/2017 12:45,1571,0.0146,1,3.14,0.412,0.0049,0.0049,0.108,0.00971,0.0222,0.113,0.103,NA,NA,NA,NA,NA,NA,NA,NA,32,4.2,0.1,0.05,1.1,0.099,0.226,1.15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0502,0.00659,0.0000784,0.0000784,0.00173,0.000155,0.000355,0.0018,0.00165,NA,NA,NA,NA,NA,NA,NA,NA,0.49,171.1,0.002864,0.96,0.84,0.72,0.56,0.52,544.8,3.051,591.6,3.313,0,0,0.01,1.4,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1732,1,2/7/2017 12:45,2/8/2017 12:30,21150,0.424,0,133,4.75,0.396,0.132,2.23,0.279,0.659,2.63,2.1,NA,NA,NA,NA,NA,NA,NA,NA,101,3.6,0.3,0.1,1.69,0.211,0.499,1.99,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,0.076,0.00634,0.00211,0.0357,0.00446,0.0105,0.042,0.0336,NA,NA,NA,NA,NA,NA,NA,NA,1.28,9.8,0.1306,1.44,1.26,1.2,0.86,0.52,1180,10.14,1243,10.69,0.01,0.01,0.06,0.08,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1733,1,2/8/2017 12:30,2/12/2017 8:15,1513,0.02069,1,3.02,0.397,0.00236,0.00472,0.104,0.00935,0.0213,0.109,0.0992,NA,NA,NA,NA,NA,NA,NA,NA,32,4.2,0.05,0.05,1.1,0.099,0.226,1.15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0484,0.00635,0.0000378,0.0000756,0.00166,0.00015,0.000342,0.00174,0.00159,NA,NA,NA,NA,NA,NA,NA,NA,0.06,3.383,0.01773,0.24,0.12,0.16,0.08,0.08,53.15,0.04252,53.81,0.04305,0,0,1.29,1.34,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1734,1,2/12/2017 8:15,2/12/2017 23:15,10200,0.448,0,28,4.14,0.0318,0.0318,0.828,0.07,0.179,0.86,0.796,NA,NA,NA,NA,NA,NA,NA,NA,44,6.5,0.1,0.05,1.3,0.11,0.281,1.35,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448,0.0662,0.000509,0.000509,0.0132,0.00112,0.00286,0.0138,0.0127,NA,NA,NA,NA,NA,NA,NA,NA,0.19,4.85,0.03918,0.24,0.18,0.16,0.16,0.12,116.6,0.1866,131.1,0.2098,0,0,1.29,1.34,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1735,1,2/12/2017 23:15,2/25/2017 1:45,1338,0.03314,1,9.11,0.635,0.0752,0.0117,0.223,0.0118,0.0557,0.227,0.211,NA,NA,NA,NA,NA,NA,NA,NA,109,7.6,0.9,0.14,2.67,0.141,0.666,2.72,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146,0.0102,0.0012,0.000187,0.00357,0.000189,0.00089,0.00364,0.00338,NA,NA,NA,NA,NA,NA,NA,NA,0.36,18.67,0.01929,2.64,1.68,1.36,0.72,0.42,496.8,3.577,476.5,3.431,0,0,0,0.19,tile
USGS-411228084541702,IN-TL2,GLRI,1,0,0,1,1736,1,2/25/2017 1:45,2/25/2017 16:30,371.8,0.01385,0,2.53,0.176,0.0209,0.00325,0.062,0.00327,0.0155,0.0829,0.0587,NA,NA,NA,NA,NA,NA,NA,NA,109,7.6,0.9,0.14,2.67,0.141,0.666,3.57,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0405,0.00282,0.000334,0.000052,0.000992,0.0000524,0.000247,0.00133,0.00094,NA,NA,NA,NA,NA,NA,NA,NA,0.27,1.933,0.1397,2.64,1.68,1.36,0.72,0.42,408.1,2.938,391.3,2.817,0.15,0.15,0.15,0.34,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1737,1,2/25/2017 16:30,3/1/2017 8:00,461.1,0.00868,1,0.921,0.121,0.00072,0.00144,0.0317,0.00285,0.00651,0.0331,0.0302,NA,NA,NA,NA,NA,NA,NA,NA,32,4.2,0.05,0.05,1.1,0.099,0.226,1.15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0147,0.00193,0.0000115,0.000023,0.000507,0.0000456,0.000104,0.00053,0.000484,NA,NA,NA,NA,NA,NA,NA,NA,0.42,22.92,0.01833,4.08,2.28,1.68,0.88,0.44,523.1,4.603,525.2,4.622,0,0,0.42,0.42,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1738,1,3/1/2017 8:00,3/2/2017 17:00,24680,0.484,0,102,5.85,0.077,0.123,3.45,0.191,0.887,3.53,3.33,NA,NA,NA,NA,NA,NA,NA,NA,66,3.8,0.1,0.08,2.24,0.124,0.576,2.29,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.0937,0.00123,0.00197,0.0552,0.00306,0.0142,0.0564,0.0532,NA,NA,NA,NA,NA,NA,NA,NA,0.65,17.37,0.03743,4.08,2.28,1.68,0.96,0.52,618.1,5.933,647.1,6.213,0.2,0.2,0.62,0.62,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1739,1,3/2/2017 17:00,3/20/2017 10:15,1533,0.01092,1,10.4,0.727,0.0861,0.0134,0.255,0.0135,0.0637,0.342,0.242,NA,NA,NA,NA,NA,NA,NA,NA,109,7.6,0.9,0.14,2.67,0.141,0.666,3.57,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167,0.0116,0.00138,0.000214,0.00409,0.000216,0.00102,0.00547,0.00387,NA,NA,NA,NA,NA,NA,NA,NA,0.52,327.8,0.001586,0.48,0.48,0.4,0.28,0.18,310.1,0.8682,315.3,0.8827,0,0,0.85,1.27,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1740,1,3/20/2017 10:15,3/21/2017 11:30,4544,0.08261,0,10.2,1.08,0.0851,0.0227,0.448,0.0411,0.103,0.533,0.426,NA,NA,NA,NA,NA,NA,NA,NA,36,3.8,0.3,0.08,1.58,0.145,0.362,1.88,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163,0.0172,0.00136,0.000363,0.00717,0.000658,0.00164,0.00853,0.00681,NA,NA,NA,NA,NA,NA,NA,NA,0.37,15.73,0.02352,0.6,0.48,0.4,0.3,0.21,274.1,0.8223,297.3,0.8918,0,0,0.24,0.39,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1741,1,3/21/2017 11:30,3/26/2017 21:45,848.6,0.01744,1,1.91,0.201,0.0159,0.00424,0.0837,0.00768,0.0192,0.0996,0.0795,NA,NA,NA,NA,NA,NA,NA,NA,36,3.8,0.3,0.08,1.58,0.145,0.362,1.88,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0305,0.00322,0.000254,0.0000678,0.00134,0.000123,0.000307,0.00159,0.00127,NA,NA,NA,NA,NA,NA,NA,NA,0.42,66.32,0.006333,2.64,1.8,1.36,0.68,0.34,424.5,2.887,416.5,2.832,0,0,0.61,0.61,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1742,1,3/26/2017 21:45,3/28/2017 5:00,18790,0.455,0,282,7.62,0.586,0.0586,2.42,0.148,0.589,3,2.36,NA,NA,NA,NA,NA,NA,NA,NA,240,6.5,0.5,0.05,2.06,0.126,0.502,2.56,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.122,0.00938,0.000938,0.0387,0.00236,0.00942,0.048,0.0377,NA,NA,NA,NA,NA,NA,NA,NA,0.76,5.867,0.1295,2.64,2.16,2.04,1.42,0.78,816.9,11.6,808.8,11.48,0.21,0.21,0.62,0.86,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1743,1,3/28/2017 5:00,3/30/2017 11:00,1470,0.01375,1,3.3,0.349,0.0459,0.00734,0.145,0.0133,0.0332,0.191,0.138,NA,NA,NA,NA,NA,NA,NA,NA,36,3.8,0.5,0.08,1.58,0.145,0.362,2.08,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0529,0.00558,0.000734,0.000117,0.00232,0.000213,0.000532,0.00305,0.0022,NA,NA,NA,NA,NA,NA,NA,NA,0.11,5,0.022,0.72,0.36,0.24,0.24,0.12,112.9,0.271,117.7,0.2825,0,0,1.01,1.62,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1744,1,3/30/2017 11:00,3/31/2017 18:45,28380,0.447,0,197,4.96,0.0886,0.106,3.42,0.174,0.874,3.51,3.31,NA,NA,NA,NA,NA,NA,NA,NA,111,2.8,0.1,0.06,1.93,0.098,0.493,1.98,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,0.0794,0.00142,0.0017,0.0547,0.00278,0.014,0.0561,0.053,NA,NA,NA,NA,NA,NA,NA,NA,1.16,16.4,0.07073,0.96,0.78,0.68,0.48,0.29,889.1,4.268,900.8,4.324,0.02,0.02,1.03,1.64,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1745,1,3/31/2017 18:45,4/4/2017 2:15,1305,0.03497,1,2.93,0.309,0.0407,0.00652,0.129,0.0118,0.0295,0.133,0.122,NA,NA,NA,NA,NA,NA,NA,NA,36,3.8,0.5,0.08,1.58,0.145,0.362,1.63,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0469,0.00495,0.000652,0.000104,0.00206,0.000189,0.000472,0.00212,0.00195,NA,NA,NA,NA,NA,NA,NA,NA,0.21,77.53,0.002709,0.72,0.48,0.4,0.32,0.22,183.4,0.5869,203.6,0.6516,0.59,1.18,2.15,2.8,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1746,1,4/4/2017 2:15,4/4/2017 21:30,14540,0.449,0,98,2.72,0.0454,0.0635,1.89,0.0998,0.465,1.93,1.82,NA,NA,NA,NA,NA,NA,NA,NA,108,3,0.1,0.07,2.08,0.11,0.512,2.13,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,0.0436,0.000726,0.00102,0.0302,0.0016,0.00743,0.0309,0.0292,NA,NA,NA,NA,NA,NA,NA,NA,0.52,7.667,0.06783,1.2,0.9,0.8,0.54,0.31,432.2,2.334,455.7,2.461,0.04,0.04,1.23,2.25,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1747,1,4/4/2017 21:30,4/5/2017 20:00,449.2,0.01958,1,1.01,0.107,0.014,0.00224,0.0443,0.00407,0.0102,0.0457,0.0421,NA,NA,NA,NA,NA,NA,NA,NA,36,3.8,0.5,0.08,1.58,0.145,0.362,1.63,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0162,0.00171,0.000224,0.0000359,0.000709,0.0000651,0.000162,0.000731,0.000673,NA,NA,NA,NA,NA,NA,NA,NA,0.15,7.017,0.02138,0.72,0.6,0.4,0.2,0.18,158.2,0.3165,171.6,0.3432,0,0.53,1.75,2.76,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1748,1,4/5/2017 20:00,4/7/2017 9:00,31100,0.44,0,256,2.91,0.0971,0.0582,2.82,0.13,0.845,2.91,2.76,NA,NA,NA,NA,NA,NA,NA,NA,132,1.5,0.1,0.03,1.45,0.067,0.435,1.5,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,0.0466,0.00155,0.000932,0.045,0.00208,0.0135,0.0466,0.0441,NA,NA,NA,NA,NA,NA,NA,NA,1.41,30.72,0.0459,1.08,0.72,0.56,0.38,0.3,954.7,3.628,1030,3.914,0.02,0.54,1.77,2.78,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1749,1,4/7/2017 9:00,4/20/2017 19:15,1899,0.03015,1,4.27,0.45,0.0593,0.00948,0.187,0.0172,0.0429,0.193,0.178,NA,NA,NA,NA,NA,NA,NA,NA,36,3.8,0.5,0.08,1.58,0.145,0.362,1.63,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0683,0.00721,0.000948,0.000152,0.003,0.000275,0.000687,0.00309,0.00285,NA,NA,NA,NA,NA,NA,NA,NA,0.72,244.1,0.002949,5.04,3.24,2.16,1.08,0.54,942.1,10.17,876.7,9.469,0,0,1.95,3.18,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1750,1,4/20/2017 19:15,4/21/2017 23:15,16580,0.489,0,131,2.69,0.0517,0.0724,2.41,0.233,0.626,2.46,2.34,NA,NA,NA,NA,NA,NA,NA,NA,127,2.6,0.1,0.07,2.33,0.225,0.605,2.38,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.0431,0.000828,0.00116,0.0386,0.00373,0.01,0.0394,0.0374,NA,NA,NA,NA,NA,NA,NA,NA,0.84,3.75,0.224,5.04,3.36,3.24,1.86,0.93,1131,21.04,1080,20.09,0.27,0.27,0.28,0.51,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1751,1,4/21/2017 23:15,4/30/2017 4:30,479.9,0.00484,1,2.16,0.0899,0.00599,0.00359,0.0557,0.0041,0.0118,0.0572,0.0521,NA,NA,NA,NA,NA,NA,NA,NA,72,3,0.2,0.12,1.86,0.137,0.393,1.91,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0345,0.00144,0.0000959,0.0000575,0.000892,0.0000657,0.000188,0.000916,0.000834,NA,NA,NA,NA,NA,NA,NA,NA,0.94,74.95,0.01254,6,3.84,2.96,1.48,0.74,1185,17.54,1137,16.83,0,0,1.1,1.12,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1752,1,4/30/2017 4:30,5/2/2017 6:15,35340,0.468,0,276,5.52,0.11,0.132,4.13,0.3,1.1,4.24,3.99,NA,NA,NA,NA,NA,NA,NA,NA,125,2.5,0.1,0.06,1.87,0.136,0.5,1.92,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,0.0883,0.00177,0.00212,0.066,0.0048,0.0177,0.0678,0.0639,NA,NA,NA,NA,NA,NA,NA,NA,1.06,49.17,0.02156,6,3.84,2.96,1.52,0.85,1228,18.67,1199,18.22,0.14,0.28,0.51,1.62,tile
USGS-411228084541702,IN-TL2,GLRI,0,1,0,0,1753,1,5/2/2017 6:15,5/4/2017 7:45,546.9,0.01026,1,2.46,0.102,0.00683,0.0041,0.0635,0.00468,0.0134,0.0652,0.0594,NA,NA,NA,NA,NA,NA,NA,NA,72,3,0.2,0.12,1.86,0.137,0.393,1.91,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393,0.00164,0.000109,0.0000656,0.00102,0.0000748,0.000215,0.00104,0.00095,NA,NA,NA,NA,NA,NA,NA,NA,0.12,42.02,0.002856,0.24,0.24,0.24,0.2,0.14,90.22,0.1804,93.21,0.1864,0.02,0.45,1.57,2.68,tile
USGS-411228084541702,IN-TL2,GLRI,0,0,0,1,1754,1,5/4/2017 7:45,5/6/2017 8:30,37580,0.469,0,162,4.22,0.117,0.117,3.5,0.204,0.692,3.61,3.38,NA,NA,NA,NA,NA,NA,NA,NA,69,1.8,0.1,0.05,1.49,0.087,0.295,1.54,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,0.0676,0.00188,0.00188,0.0559,0.00327,0.0111,0.0578,0.0541,NA,NA,NA,NA,NA,NA,NA,NA,1.74,34.9,0.04986,0.24,0.24,0.24,0.2,0.17,852.3,1.705,1036,2.071,0.01,0.04,1.39,2.71,tile
