"","USGS_Station_Number","Field_Name","P_start","P_end","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","Associated_Q","Q_total_volume","Date","Tmp","P_frozen","dup_Q","BasinArea_ac","area_ft2","Q_total_in","Monitoring","FarmEnterprise","CropRotation","Tillage","Tile","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","Clay_Fraction","Field_Year","PerennialFrac","Start_Date_wt","DSP","Crop","PreviousCrop","Annual_Tillage"
"3021","USGS-423900090172100","R2","2004-05-31 10:13:00","2004-05-31 12:46:00",0.48,2.55,0.1882,0.78,0.504,0.408,0.28,0.268,303.9,0.8508,340.7,0.954,1.043,1.933,2.131,7.24,TRUE,88.4,"2004-05-31",18.4700012207031,FALSE,FALSE,17.2,749232,0.00141584983022615,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",35,"Corn","Corn","No-Till"
"3022","USGS-423900090172100","R2","2004-05-31 15:31:00","2004-05-31 15:44:00",0.018,0.2167,0.08308,0.108,0.054,0.072,0.036,0.018,10.98,0.003953,11.68,0.004204,0.489,1.781,2.611,7.72,FALSE,0,"2004-05-31",18.4700012207031,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",35,"Corn","Corn","No-Till"
"3023","USGS-423900090172100","R2","2004-06-02 11:01:00","2004-06-02 11:10:00",0.037,0.15,0.2467,0.336,0.222,0.148,0.074,0.037,24.89,0.01842,27.18,0.02011,0.009,0.415,2.548,7.375,FALSE,0,"2004-06-02",15.7300004959106,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",37,"Corn","Corn","No-Till"
"3024","USGS-423900090172100","R2","2004-06-06 01:30:00","2004-06-06 06:24:00",0.212,4.9,0.04327,0.444,0.384,0.328,0.202,0.129,113.1,0.2284,124.9,0.2522,0,0,1.605,4.741,FALSE,0,"2004-06-06",19.730001449585,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",41,"Corn","Corn","No-Till"
"3025","USGS-423900090172100","R2","2004-06-10 09:24:00","2004-06-10 09:35:00",0.018,0.1833,0.09818,0.108,0.054,0.072,0.036,0.018,11.1,0.003996,11.91,0.004289,0,0,0.212,2.797,FALSE,0,"2004-06-10",22.7500019073486,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",45,"Corn","Corn","No-Till"
"3026","USGS-423900090172100","R2","2004-06-10 12:17:00","2004-06-11 01:55:00",1.23,13.63,0.09022,1.248,0.792,0.752,0.556,0.399,877.1,4.877,897.1,4.988,0.018,0.018,0.23,2.815,FALSE,0,"2004-06-10",22.7500019073486,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",45,"Corn","Corn","No-Till"
"3027","USGS-423900090172100","R2","2004-06-12 04:57:00","2004-06-12 06:02:00",0.669,1.083,0.6175,2.436,1.842,1.564,1.08,0.641,644.6,6.962,616.8,6.662,0.009,1.257,1.469,4.054,TRUE,495.1,"2004-06-12",20.5500011444092,FALSE,FALSE,17.2,749232,0.00792972003331411,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",47,"Corn","Corn","No-Till"
"3028","USGS-423900090172100","R2","2004-06-14 13:46:00","2004-06-14 15:00:00",0.193,1.233,0.1565,0.444,0.336,0.296,0.258,0.184,120.2,0.3102,134.9,0.3481,0.009,0.009,1.935,2.22,FALSE,0,"2004-06-14",21.7600002288818,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",49,"Corn","Corn","No-Till"
"3029","USGS-423900090172100","R2","2004-06-17 00:32:00","2004-06-17 03:29:00",1.442,2.95,0.4888,3.552,3.24,2.772,2.344,1.35,1469,34.44,1421,33.31,0,0,2.128,2.34,TRUE,5430,"2004-06-17",23.3000011444092,FALSE,FALSE,17.2,749232,0.0869690563136652,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",52,"Corn","Corn","No-Till"
"3030","USGS-423900090172100","R2","2004-06-17 06:00:00","2004-06-17 06:15:00",0.064,0.25,0.256,0.444,0.33,0.256,0.128,0.064,46.93,0.06007,48.8,0.06246,1.442,1.442,3.57,3.782,FALSE,0,"2004-06-17",23.3000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",52,"Corn","Corn","No-Till"
"3031","USGS-423900090172100","R2","2004-06-21 12:27:00","2004-06-21 18:17:00",0.239,5.833,0.04097,0.336,0.276,0.224,0.148,0.092,115.8,0.1713,132.5,0.1961,0,0,1.718,3.653,FALSE,0,"2004-06-21",16.9100017547607,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",56,"Corn","Corn","No-Till"
"3032","USGS-423900090172100","R2","2004-06-24 12:54:00","2004-06-24 17:07:00",0.313,4.217,0.07423,0.444,0.444,0.368,0.258,0.148,168.5,0.4348,192.8,0.4975,0,0,0.258,3.855,FALSE,0,"2004-06-24",17.560001373291,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",59,"Corn","Corn","No-Till"
"3033","USGS-423900090172100","R2","2004-06-28 00:14:00","2004-06-28 01:01:00",0.083,0.7833,0.106,0.336,0.33,0.256,0.148,0.083,52.25,0.07733,57.2,0.08466,0,0,0.552,2.27,FALSE,0,"2004-06-28",17.6600017547607,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",63,"Corn","Corn","No-Till"
"3034","USGS-423900090172100","R2","2004-06-28 03:18:00","2004-06-28 03:52:00",0.073,0.5667,0.1288,0.336,0.222,0.184,0.128,0.073,41.31,0.05288,47.94,0.06137,0.083,0.083,0.635,2.353,FALSE,0,"2004-06-28",17.6600017547607,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",63,"Corn","Corn","No-Till"
"3035","USGS-423900090172100","R2","2004-07-03 17:32:00","2004-07-03 22:07:00",0.427,4.583,0.09316,1.368,0.96,0.676,0.376,0.188,325.3,1.223,328.7,1.236,0,0,0.156,0.708,FALSE,0,"2004-07-03",21.8200016021729,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",68,"Corn","Corn","No-Till"
"3036","USGS-423900090172100","R2","2004-07-04 01:18:00","2004-07-04 03:22:00",0.037,2.067,0.0179,0.216,0.108,0.072,0.056,0.028,19.65,0.011,19.29,0.0108,0.427,0.427,0.583,1.135,FALSE,0,"2004-07-04",22.3700008392334,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",69,"Corn","Corn","No-Till"
"3037","USGS-423900090172100","R2","2004-07-06 02:50:00","2004-07-06 03:54:00",0.065,1.067,0.06094,0.228,0.168,0.148,0.11,0.056,33.6,0.03696,38.87,0.04275,0,0.009,0.464,0.933,FALSE,0,"2004-07-06",21.2000007629395,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",71,"Corn","Corn","No-Till"
"3038","USGS-423900090172100","R2","2004-07-06 23:40:00","2004-07-07 01:03:00",0.895,1.383,0.647,3.936,3.012,2.308,1.7,0.886,923.7,15.7,883.9,15.03,0.065,0.065,0.529,0.998,FALSE,0,"2004-07-06",21.2000007629395,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",71,"Corn","Corn","No-Till"
"3039","USGS-423900090172100","R2","2004-07-09 15:47:00","2004-07-09 17:47:00",0.369,2,0.1845,1.716,1.488,1.292,0.702,0.351,363.6,2.552,344,2.415,0,0.009,1.433,1.589,FALSE,0,"2004-07-09",17.8800010681152,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",74,"Corn","Corn","No-Till"
"3040","USGS-423900090172100","R2","2004-07-11 19:02:00","2004-07-11 19:53:00",0.565,0.85,0.6647,3.18,2.502,1.856,1.002,0.565,553.8,5.549,543.5,5.446,0,0,1.338,1.958,FALSE,0,"2004-07-11",21.8500003814697,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",76,"Corn","Corn","No-Till"
"3041","USGS-423900090172100","R2","2004-07-16 19:46:00","2004-07-16 20:02:00",0.083,0.2667,0.3112,0.552,0.444,0.296,0.166,0.083,64.97,0.1078,65.56,0.1088,0,0,0.574,2.376,FALSE,0,"2004-07-16",21.8300018310547,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",81,"Corn","Corn","No-Till"
"3042","USGS-423900090172100","R2","2004-07-16 23:22:00","2004-07-17 00:32:00",0.083,1.167,0.07114,0.444,0.276,0.26,0.148,0.074,55.99,0.08287,58.36,0.08638,0.083,0.083,0.657,2.459,FALSE,0,"2004-07-16",21.8300018310547,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",81,"Corn","Corn","No-Till"
"3043","USGS-423900090172100","R2","2004-07-21 12:11:00","2004-07-21 13:05:00",1.012,0.9,1.124,2.556,2.208,1.884,1.802,1.012,1054,18.98,1002,18.06,0,0,0.166,1.118,FALSE,0,"2004-07-21",25.6300010681152,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",86,"Corn","Corn","No-Till"
"3044","USGS-423900090172100","R2","2004-07-21 15:23:00","2004-07-21 17:02:00",0.037,1.65,0.02242,0.228,0.114,0.076,0.056,0.028,19.74,0.01105,19.68,0.01102,1.012,1.012,1.178,2.13,FALSE,0,"2004-07-21",25.6300010681152,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",86,"Corn","Corn","No-Till"
"3045","USGS-423900090172100","R2","2004-07-29 17:59:00","2004-07-29 18:33:00",0.121,0.5667,0.2135,0.672,0.39,0.372,0.222,0.121,89.89,0.1996,92.7,0.2058,0,0,0,1.215,FALSE,0,"2004-07-29",20.6800003051758,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",94,"Corn","Corn","No-Till"
"3046","USGS-423900090172100","R2","2004-07-29 21:56:00","2004-07-29 23:33:00",0.239,1.617,0.1478,0.564,0.444,0.372,0.258,0.139,164.2,0.4236,174.1,0.4492,0.121,0.121,0.121,1.336,FALSE,0,"2004-07-29",20.6800003051758,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",94,"Corn","Corn","No-Till"
"3047","USGS-423900090172100","R2","2004-07-30 15:05:00","2004-07-30 15:11:00",0.019,0.1,0.19,0.12,0.114,0.076,0.038,0.019,12.92,0.00491,13.79,0.00524,0.369,0.369,0.369,1.584,FALSE,0,"2004-07-30",20.8200016021729,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",95,"Corn","Corn","No-Till"
"3048","USGS-423900090172100","R2","2004-08-02 14:30:00","2004-08-02 15:44:00",0.211,1.233,0.1711,0.336,0.276,0.26,0.22,0.175,122.5,0.2694,143,0.3147,0,0,0.388,1.437,FALSE,0,"2004-08-02",23.5500011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",98,"Corn","Corn","No-Till"
"3049","USGS-423900090172100","R2","2004-08-04 00:00:00","2004-08-04 02:16:00",0.452,2.267,0.1994,2.064,1.542,1.216,0.682,0.378,381.6,2.603,381.2,2.6,0,0.211,0.599,1.648,FALSE,0,"2004-08-04",23.8000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",100,"Corn","Corn","No-Till"
"3050","USGS-423900090172100","R2","2004-08-04 05:08:00","2004-08-04 08:25:00",0.119,3.283,0.03624,0.12,0.114,0.076,0.074,0.074,51.19,0.03788,60.69,0.04491,0.452,0.663,1.051,2.1,FALSE,0,"2004-08-04",23.8000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",100,"Corn","Corn","No-Till"
"3051","USGS-423900090172100","R2","2004-08-04 11:32:00","2004-08-04 12:06:00",0.037,0.5667,0.06529,0.12,0.114,0.112,0.056,0.037,19.46,0.0109,22.11,0.01238,0.571,0.782,1.17,2.219,FALSE,0,"2004-08-04",23.8000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",100,"Corn","Corn","No-Till"
"3052","USGS-423900090172100","R2","2004-08-09 04:14:00","2004-08-09 04:17:00",0.018,0.05,0.36,0.216,0.108,0.072,0.036,0.018,13.4,0.004826,14,0.005039,0,0,0.819,1.207,FALSE,0,"2004-08-09",20.8600006103516,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",105,"Corn","Corn","No-Till"
"3053","USGS-423900090172100","R2","2004-08-16 23:32:00","2004-08-17 03:18:00",0.184,3.767,0.04885,0.672,0.552,0.444,0.258,0.129,133.4,0.3443,131.8,0.3402,0,0,0,0.645,FALSE,0,"2004-08-16",16.8800010681152,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",112,"Corn","Corn","No-Till"
"3054","USGS-423900090172100","R2","2004-08-24 14:52:00","2004-08-24 16:16:00",0.055,1.4,0.03929,0.12,0.114,0.076,0.056,0.046,25.21,0.01412,28.23,0.01581,0,0,0.01,0.194,FALSE,0,"2004-08-24",21.9500007629395,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",120,"Corn","Corn","No-Till"
"3055","USGS-423900090172100","R2","2004-08-24 22:54:00","2004-08-24 23:58:00",0.265,1.067,0.2484,1.86,1.146,0.764,0.438,0.247,238.4,1.044,237.6,1.041,0.055,0.055,0.065,0.249,FALSE,0,"2004-08-24",21.9500007629395,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",120,"Corn","Corn","No-Till"
"3056","USGS-423900090172100","R2","2004-08-27 04:12:00","2004-08-27 05:06:00",0.526,0.9,0.5844,3.312,2.22,1.592,0.98,0.526,509.9,4.997,501.9,4.918,0,0.009,0.329,0.523,FALSE,0,"2004-08-27",23.5500011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",123,"Corn","Corn","No-Till"
"3057","USGS-423900090172100","R2","2004-08-28 03:23:00","2004-08-28 04:32:00",0.065,1.15,0.05652,0.228,0.114,0.112,0.056,0.055,31.61,0.0177,36.54,0.02046,0.526,0.526,0.855,1.049,FALSE,0,"2004-08-28",22.3000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",124,"Corn","Corn","No-Till"
"3058","USGS-423900090172100","R2","2004-08-28 09:05:00","2004-08-28 10:51:00",0.027,1.767,0.01528,0.108,0.054,0.036,0.018,0.018,13.44,0.00242,12.21,0.002198,0.065,0.591,0.92,1.114,FALSE,0,"2004-08-28",22.3000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",124,"Corn","Corn","No-Till"
"3059","USGS-423900090172100","R2","2004-08-28 17:33:00","2004-08-28 21:29:00",0.266,3.933,0.06763,0.336,0.222,0.22,0.148,0.138,132.3,0.1957,158.2,0.2341,0.102,0.628,0.957,1.151,FALSE,0,"2004-08-28",22.3000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",124,"Corn","Corn","No-Till"
"3060","USGS-423900090172100","R2","2004-09-15 12:06:00","2004-09-15 13:46:00",0.085,1.667,0.051,0.912,0.456,0.304,0.152,0.076,66.92,0.1017,62.75,0.09538,0,0,0,0,FALSE,0,"2004-09-15",23.9400005340576,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",142,"Corn","Corn","No-Till"
"3061","USGS-423900090172100","R2","2004-09-15 18:09:00","2004-09-15 20:24:00",0.611,2.25,0.2716,2.46,1.398,1.08,0.612,0.427,535.2,3.276,527.8,3.23,0.085,0.085,0.085,0.085,FALSE,0,"2004-09-15",23.9400005340576,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",142,"Corn","Corn","No-Till"
"3062","USGS-423900090172100","R2","2004-09-24 02:52:00","2004-09-24 03:53:00",0.083,1.017,0.08164,0.324,0.222,0.184,0.128,0.074,46.87,0.05999,52.72,0.06748,0,0,0,0.705,FALSE,0,"2004-09-24",19.3300018310547,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",151,"Corn","Corn","No-Till"
"3063","USGS-423900090172100","R2","2004-10-01 17:00:00","2004-10-02 02:20:00",0.378,9.333,0.0405,0.444,0.33,0.22,0.166,0.101,184.4,0.3061,211.3,0.3508,0,0,0,0.092,FALSE,0,"2004-10-01",12.3200006484985,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",158,"Corn","Corn","No-Till"
"3064","USGS-423900090172100","R2","2004-10-08 03:48:00","2004-10-08 07:46:00",0.46,3.967,0.116,0.78,0.558,0.48,0.406,0.295,304,1.234,326.1,1.324,0,0,0.378,0.396,FALSE,0,"2004-10-08",13.1800003051758,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",165,"Corn","Corn","No-Till"
"3065","USGS-423900090172100","R2","2004-10-08 10:05:00","2004-10-08 11:03:00",0.046,0.9667,0.04759,0.12,0.108,0.076,0.056,0.046,21.46,0.01202,24.34,0.01363,0.46,0.46,0.838,0.847,FALSE,0,"2004-10-08",13.1800003051758,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",165,"Corn","Corn","No-Till"
"3066","USGS-423900090172100","R2","2004-10-13 12:31:00","2004-10-13 12:55:00",0.019,0.4,0.0475,0.12,0.06,0.04,0.038,0.019,11.07,0.004207,11.37,0.004319,0,0,0.506,0.884,FALSE,0,"2004-10-13",10.5800008773804,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",170,"Corn","Corn","No-Till"
"3067","USGS-423900090172100","R2","2004-10-13 15:16:00","2004-10-13 17:53:00",0.156,2.617,0.05962,0.324,0.222,0.184,0.13,0.102,74.04,0.09625,87.88,0.1143,0.019,0.019,0.525,0.903,FALSE,0,"2004-10-13",10.5800008773804,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",170,"Corn","Corn","No-Till"
"3068","USGS-423900090172100","R2","2004-10-19 05:43:00","2004-10-19 08:37:00",0.129,2.9,0.04448,0.12,0.114,0.112,0.074,0.055,55.25,0.04089,65.42,0.04841,0,0,0.193,0.699,FALSE,0,"2004-10-19",8.75,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",176,"Corn","Corn","No-Till"
"3069","USGS-423900090172100","R2","2004-10-22 20:30:00","2004-10-22 22:18:00",0.231,1.8,0.1283,0.444,0.336,0.296,0.24,0.175,132.3,0.3176,152.7,0.3664,0,0,0.156,0.331,FALSE,0,"2004-10-22",11.3500003814697,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",179,"Corn","Corn","No-Till"
"3070","USGS-423900090172100","R2","2004-10-23 02:00:00","2004-10-23 11:40:00",0.757,9.667,0.07831,0.9,0.45,0.336,0.222,0.204,450.3,0.9996,499.6,1.109,0.231,0.231,0.378,0.562,FALSE,0,"2004-10-23",13.2600002288818,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",180,"Corn","Corn","No-Till"
"3071","USGS-423900090172100","R2","2004-10-26 17:23:00","2004-10-26 23:35:00",0.249,6.2,0.04016,0.444,0.384,0.332,0.22,0.138,128,0.2816,142.3,0.313,0,0,0.988,1.319,FALSE,0,"2004-10-26",11.5800008773804,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",183,"Corn","Corn","No-Till"
"3072","USGS-423900090172100","R2","2004-10-30 03:02:00","2004-10-30 04:21:00",0.373,1.317,0.2833,3.492,1.854,1.312,0.71,0.364,362.5,2.573,360.6,2.56,0,0,0.905,1.393,FALSE,0,"2004-10-30",17.3700008392334,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",187,"Corn","Corn","No-Till"
"3073","USGS-423900090172100","R2","2004-11-01 13:19:00","2004-11-01 23:17:00",0.313,9.967,0.0314,0.228,0.168,0.148,0.092,0.065,128.2,0.1179,148.5,0.1367,0,0,0.631,1.757,FALSE,0,"2004-11-01",6.66000032424927,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",189,"Corn","Corn","No-Till"
"3074","USGS-423900090172100","R2","2004-11-02 01:28:00","2004-11-02 08:51:00",0.12,7.383,0.01625,0.12,0.108,0.072,0.056,0.037,46.66,0.02613,47.55,0.02663,0.313,0.313,0.944,2.07,FALSE,0,"2004-11-02",6.63000011444092,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",190,"Corn","Corn","No-Till"
"3075","USGS-423900090172100","R2","2004-11-04 06:53:00","2004-11-04 09:39:00",0.285,2.767,0.103,0.336,0.276,0.224,0.184,0.157,149,0.2742,179,0.3294,0,0.019,0.806,2.052,FALSE,0,"2004-11-04",6.78000020980835,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",192,"Corn","Corn","No-Till"
"3076","USGS-423900090172100","R2","2004-11-04 12:24:00","2004-11-04 12:57:00",0.018,0.55,0.03273,0.108,0.054,0.036,0.018,0.018,10.59,0.001906,10.41,0.001874,0.285,0.285,1.091,2.337,FALSE,0,"2004-11-04",6.78000020980835,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",192,"Corn","Corn","No-Till"
"3077","USGS-423900090172100","R2","2004-11-11 02:54:00","2004-11-11 04:36:00",0.065,1.7,0.03824,0.216,0.168,0.112,0.074,0.046,31.13,0.02304,34.65,0.02564,0,0,0.303,1.109,FALSE,0,"2004-11-11",8.3100004196167,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",199,"Corn","Corn","No-Till"
"3078","USGS-423900090172100","R2","2004-11-15 14:21:00","2004-11-15 20:42:00",0.092,6.35,0.01449,0.12,0.06,0.076,0.056,0.037,35.86,0.02008,34.33,0.01923,0,0,0.065,0.736,FALSE,0,"2004-11-15",2.77000021934509,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",203,"Corn","Corn","No-Till"
"3079","USGS-423900090172100","R2","2004-11-15 23:54:00","2004-11-16 01:22:00",0.018,1.467,0.01227,0.108,0.054,0.036,0.018,0.009,10.44,0.001878,9.116,0.001641,0.092,0.092,0.157,0.58,FALSE,0,"2004-11-15",2.77000021934509,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",203,"Corn","Corn","No-Till"
"3080","USGS-423900090172100","R2","2004-11-17 02:25:00","2004-11-17 02:54:00",0.065,0.4833,0.1345,0.324,0.222,0.184,0.13,0.065,37.75,0.04908,43.32,0.05632,0.009,0.119,0.184,0.487,FALSE,0,"2004-11-17",10.3000001907349,FALSE,FALSE,17.2,749232,0,"Surface","Beef and Grain","Corn-Soybean","No","No","Tama silt loam","B","Well drained",5,30.5,2004,0,"2004-04-26",205,"Corn","Corn","No-Till"
