"","ProjectName","Field_Name","StudyPeriod","UseableYears","Ongoing","Monitoring","State","County","LAT_approx","LONG_approx","FarmEnterprise","CropRotation","LandCover","Tillage","Manure","Tile","BasinArea_ac","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","IncludeAverages","Notes","event_n","MajorWatershed_HUC8","Watershed_HUC10","Watershed_HUC12","HUC12","USGS_Station_Number","frozen","storm","unique_storm_number","storm_start","storm_end","runoff_volume","peak_discharge","area_ft2","runoff_in","water_year","month"
"788","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2009-4",2009-02-28 21:00:00,2009-03-01 03:31:00,314.8,0.04713,749232,0.00504196297008136,"2009",2
"789","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2009-5",2009-03-04 19:45:00,2009-03-05 02:01:00,289.4,0.0247,749232,0.00463514638990326,"2009",3
"790","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2009-6",2009-03-05 15:50:00,2009-03-05 19:46:00,266.7,0.03292,749232,0.00427157409187008,"2009",3
"791","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2009-7",2009-03-07 12:45:00,2009-03-07 23:22:00,18330,1.598,749232,0.293580626561599,"2009",3
"792","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2009-8",2009-03-08 14:00:00,2009-03-08 23:41:00,41610,2.88,749232,0.666442437055545,"2009",3
"793","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2009-9",2009-03-10 06:40:00,2009-03-10 13:20:00,20780,2.28,749232,0.332820808507912,"2009",3
"794","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Non-Frozen","Storm","2009-10",2009-07-24 22:57:00,2009-07-25 01:11:00,1046,0.3918,749232,0.0167531552309565,"2009",7
"795","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Non-Frozen","Storm","2009-11",2009-07-28 01:45:00,2009-07-28 02:31:00,406.5,0.2928,749232,0.00651066692292908,"2009",7
"796","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2010-1",2010-01-24 18:15:00,2010-01-25 07:39:00,3318,0.2181,749232,0.0531424178358639,"2010",1
"797","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2010-2",2010-03-08 20:15:00,2010-03-09 13:15:00,3465,0.1508,749232,0.0554968287526427,"2010",3
"798","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2010-3",2010-03-09 15:45:00,2010-03-10 02:53:00,13110,0.6302,749232,0.209975014414761,"2010",3
"799","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2010-3",2010-03-10 02:53:00,2010-03-10 16:40:00,18550,0.7152,749232,0.29710423473637,"2010",3
"800","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2010-3",2010-03-10 16:40:00,2010-03-11 06:15:00,6753,0.2912,749232,0.108158754564674,"2010",3
"801","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Frozen","Storm","2010-4",2010-03-11 14:15:00,2010-03-11 23:45:00,8226,0.5486,749232,0.131750912934845,"2010",3
"802","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Non-Frozen","Storm","2010-5",2010-06-23 10:00:00,2010-06-23 10:30:00,259.2,0.32,749232,0.00415145108591197,"2010",6
"803","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Non-Frozen","Storm","2010-6",2010-07-24 07:08:00,2010-07-24 08:30:00,6598,3.854,749232,0.10567621244154,"2010",7
"804","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Non-Frozen","Storm","2010-6",2010-07-24 09:51:00,2010-07-24 10:45:00,306.7,0.2374,749232,0.00491223012364661,"2010",7
"805","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Non-Frozen","Storm","2010-7",2010-08-08 14:22:00,2010-08-08 16:15:00,8546,3.03,749232,0.136876161189058,"2010",8
"806","Riechers","R2","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.65243,-90.28918,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",17.2,"Tama silt loam","B","Well drained",5,"Yes","",101,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423909090172100","Non-Frozen","Storm","2010-8",2010-08-13 21:23:00,2010-08-13 22:53:00,5768,4.792,749232,0.0923825997821769,"2010",8
"807","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-20 11:00:00,2004-02-20 17:39:00,609,0.03612,1720620,0.00424730620357778,"2004",2
"808","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-20 17:39:00,2004-02-20 20:39:00,3984,0.4738,1720620,0.0277853331938487,"2004",2
"809","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-20 20:39:00,2004-02-21 06:39:00,10200,0.4591,1720620,0.0711371482372633,"2004",2
"810","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-21 06:39:00,2004-02-21 22:24:00,7845,0.1774,1720620,0.0547128360707187,"2004",2
"811","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-21 22:24:00,2004-02-22 15:30:00,11100,0.3168,1720620,0.0774139554346689,"2004",2
"812","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-22 15:30:00,2004-02-23 15:38:00,19320,0.4275,1720620,0.13474212783764,"2004",2
"813","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-23 15:38:00,2004-02-24 05:38:00,34440,1.87,1720620,0.240192488754054,"2004",2
"814","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-24 05:38:00,2004-02-25 02:26:00,6822,0.2374,1720620,0.0475781985563343,"2004",2
"815","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-1",2004-02-25 02:26:00,2004-02-25 23:00:00,1774,0.0378,1720620,0.0123722844091083,"2004",2
"816","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-2",2004-02-26 20:00:00,2004-02-27,1204,0.1798,1720620,0.00839697318408481,"2004",2
"817","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-3",2004-02-27 20:00:00,2004-02-28,297,0.04355,1720620,0.00207134637514384,"2004",2
"818","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-4",2004-02-28 18:30:00,2004-02-28 20:30:00,208.1,0.05347,1720620,0.00145133730864456,"2004",2
"819","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-5",2004-03-05 04:02:00,2004-03-05 05:24:00,4193,2.528,1720620,0.0292429473096907,"2004",3
"820","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2004-5",2004-03-05 05:24:00,2004-03-05 08:01:00,6274,2.28,1720620,0.0437563203961363,"2004",3
"821","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-6",2004-05-22 03:44:00,2004-05-22 04:09:00,179.8,0.296,1720620,0.00125396659343725,"2004",5
"822","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-7",2004-05-22 08:56:00,2004-05-22 09:18:00,88.9,0.1564,1720620,0.000620009066499285,"2004",5
"823","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-8",2004-05-23 05:17:00,2004-05-23 08:00:00,28430,20.28,1720620,0.198277365135823,"2004",5
"824","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-8",2004-05-23 08:34:00,2004-05-23 11:39:00,18460,9.609,1720620,0.128744289849008,"2004",5
"825","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-9",2004-05-30 12:52:00,2004-05-30 13:47:00,250,0.181,1720620,0.00174355755483489,"2004",5
"826","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-9",2004-05-30 13:47:00,2004-05-30 16:00:00,2491,1.258,1720620,0.0173728074763748,"2004",5
"827","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-10",2004-05-31 12:20:00,2004-05-31 14:40:00,320.7,0.08449,1720620,0.00223663563134219,"2004",5
"828","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-11",2004-06-06 05:37:00,2004-06-06 08:00:00,102.2,0.01664,1720620,0.000712766328416501,"2004",6
"829","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-12",2004-06-10 19:00:00,2004-06-10 21:00:00,222.5,0.08449,1720620,0.00155176622380305,"2004",6
"830","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-12",2004-06-10 21:50:00,2004-06-11 01:24:00,1361,0.3216,1720620,0.00949192732852112,"2004",6
"831","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-12",2004-06-11 01:24:00,2004-06-11 07:00:00,387.8,0.05217,1720620,0.00270460647905987,"2004",6
"832","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-13",2004-06-12 05:49:00,2004-06-12 13:00:00,2301,0.8576,1720620,0.0160477037347003,"2004",6
"833","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-14",2004-06-14 14:38:00,2004-06-14 16:00:00,57.1,0.02047,1720620,0.000398228545524288,"2004",6
"834","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-15",2004-06-17 00:57:00,2004-06-17 04:23:00,14500,6.514,1720620,0.101126338180423,"2004",6
"835","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Non-Frozen","Storm","2004-15",2004-06-17 04:23:00,2004-06-17 13:00:00,711.4,0.03892,1720620,0.00496146737803815,"2004",6
"836","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-1",2005-01-02 04:00:00,2005-01-02 10:08:00,1157,0.1166,1720620,0.00806918436377585,"2005",1
"837","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-1",2005-01-02 10:08:00,2005-01-02 16:54:00,1210,0.1157,1720620,0.00843881856540084,"2005",1
"838","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-1",2005-01-02 16:54:00,2005-01-03 07:47:00,3795,0.181,1720620,0.0264672036823936,"2005",1
"839","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-2",2005-01-12 21:34:00,2005-01-13 15:38:00,32170,1.226,1720620,0.224360986156153,"2005",1
"840","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-2",2005-01-13 15:38:00,2005-01-14 11:00:00,16100,0.5179,1720620,0.112285106531367,"2005",1
"841","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-3",2005-02-03 17:00:00,2005-02-08 14:48:00,149500,2.06,1720620,1.04264741779126,"2005",2
"842","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-4",2005-02-12 20:45:00,2005-02-14 14:14:00,87920,2.35,1720620,0.613174320884332,"2005",2
"843","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-4",2005-02-14 14:14:00,2005-02-15 10:30:00,36490,2.988,1720620,0.2544896607037,"2005",2
"844","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-4",2005-02-15 10:30:00,2005-02-16 13:19:00,15620,0.4927,1720620,0.108937476026084,"2005",2
"845","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-5",2005-02-16 19:30:00,2005-02-17 06:19:00,1132,0.06234,1720620,0.00789482860829236,"2005",2
"846","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-6",2005-02-19 21:15:00,2005-02-20 07:00:00,1132,0.07647,1720620,0.00789482860829236,"2005",2
"847","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-7",2005-02-21 18:00:00,2005-02-22 19:03:00,8820,0.447,1720620,0.0615127105345747,"2005",2
"848","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-7",2005-02-22 19:03:00,2005-02-23 05:57:00,1354,0.07568,1720620,0.00944310771698574,"2005",2
"849","Riechers","R3","WY2004-WY2010",7,"No","Surface","WI","Lafayette",42.64615,-90.28792,"Beef and Grain","Corn-Soybean","Cultivated Crops","No","Yes","No",39.5,"Tama silt loam","B","Well drained",5,"Yes","",139,"Apple-Plum","Galena River","Madden Branch",70600050301,"USGS-423846090171600","Frozen","Storm","2005-8",2005-02-23 21:00:00,2005-02-24 06:44:00,1176,0.0696,1720620,0.0082016947379433,"2005",2
