"USGS_Station_Number","P_start","P_end","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I15_mm_hr","I30_mm_hr","I60_mm_hr","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","Field_Name","BasinArea_ac","Date","Tmp","P_frozen","area_ft2","P_event_id","Associated_Q","Q_event_count","Q_total_volume_raw","Q_total_volume","Q_event_ids","Shared_Q","Q_total_mm_raw","Q_total_mm","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-423740088592701",2019-07-04 19:47:00,2019-07-04 19:53:00,1.27,0.1,12.7,12.192,7.62,5.08,2.54,1.27,42.89,0.04289,42.13,0.04213,0.254,0.254,30.988,65.278,"AR1",18.5,2019-07-04,25.0000019073486,FALSE,805860,1154,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-07-05 23:48:00,2019-07-06 01:41:00,3.302,1.883,1.753362,18.288,9.144,8.128,4.572,3.048,88.01,0.1584,90.04,0.1621,0.254,1.778,8.128,66.802,"AR1",18.5,2019-07-05,26.0500011444092,FALSE,805860,1155,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-07-06 13:31:00,2019-07-06 14:03:00,6.858,0.5333,12.86002,30.48,27.432,23.368,13.208,6.858,247.9,1.289,236.5,1.23,3.556,4.826,11.43,70.104,"AR1",18.5,2019-07-06,26.2500019073486,FALSE,805860,1156,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-07-10 03:58:00,2019-07-10 06:34:00,3.556,2.6,1.36779,33.528,16.764,12.192,6.096,3.048,124.9,0.2998,116.4,0.2793,0,0,11.938,42.672,"AR1",18.5,2019-07-10,24.2500019073486,FALSE,805860,1157,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-07-18 09:54:00,2019-07-18 15:17:00,39.624,5.383,7.36092,54.864,39.624,32.512,23.876,14.732,1348,12.67,1329,12.49,0,0.508,0.508,15.748,"AR1",18.5,2019-07-18,26.5500011444092,FALSE,805860,1158,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-07-20 20:21:00,2019-07-20 20:49:00,4.572,0.4667,9.79678,27.432,19.812,15.24,9.144,4.572,154,0.5545,151.9,0.5469,0,0,40.386,43.942,"AR1",18.5,2019-07-20,28.5100021362305,FALSE,805860,1159,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-07-29 09:35:00,2019-07-29 10:25:00,2.032,0.8333,2.4384,6.096,4.572,4.064,3.048,2.032,41.3,0.04956,49.17,0.059,0,0,0,44.958,"AR1",18.5,2019-07-29,25.8400020599365,FALSE,805860,1160,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-07-29 12:24:00,2019-07-29 12:31:00,0.762,0.1167,6.53034,6.096,4.572,3.048,1.524,0.762,20.67,0.0124,22.29,0.01337,2.032,2.032,2.032,46.99,"AR1",18.5,2019-07-29,25.8400020599365,FALSE,805860,1161,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-06 03:23:00,2019-08-06 06:50:00,32.004,3.45,9.27608,70.104,56.388,55.88,44.196,23.876,1170,20.37,1141,19.86,0,0.254,0.508,3.302,"AR1",18.5,2019-08-06,24.5100002288818,FALSE,805860,1162,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-11 08:57:00,2019-08-11 13:15:00,8.382,4.3,1.949196,15.24,12.192,10.16,8.128,5.842,196.8,0.6299,217.9,0.6972,0,0,32.258,35.56,"AR1",18.5,2019-08-11,22.0200004577637,FALSE,805860,1163,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-12 23:53:00,2019-08-13 02:41:00,1.778,2.8,0.635,3.048,3.048,2.032,2.032,1.27,32.16,0.02573,35.22,0.02818,0,8.382,40.64,41.148,"AR1",18.5,2019-08-12,21.6200008392334,FALSE,805860,1164,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-13 21:13:00,2019-08-13 21:48:00,5.842,0.5833,10.01522,24.384,19.812,16.256,11.176,5.842,200.7,0.883,194.1,0.854,1.778,1.778,10.414,42.926,"AR1",18.5,2019-08-13,22.8900012969971,FALSE,805860,1165,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-16 21:29:00,2019-08-16 21:35:00,2.286,0.1,22.86,24.384,13.716,9.144,4.572,2.286,89.23,0.1606,83.56,0.1504,0,0,16.002,48.768,"AR1",18.5,2019-08-16,20.1300010681152,FALSE,805860,1166,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-18 11:46:00,2019-08-18 13:47:00,30.226,2.017,14.98854,70.104,50.292,50.8,41.148,25.908,1145,18.56,1114,18.05,0.508,2.794,11.176,51.054,"AR1",18.5,2019-08-18,21.9200019836426,FALSE,805860,1167,TRUE,1,1264,1264,"157",FALSE,0.47808204899114,0.47808204899114,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-20 14:43:00,2019-08-20 19:00:00,3.556,4.283,0.830072,3.048,3.048,2.032,2.032,1.524,58.67,0.04693,67.88,0.0543,0,0,38.862,49.276,"AR1",18.5,2019-08-20,22.6500015258789,FALSE,805860,1168,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-26 02:15:00,2019-08-26 05:52:00,2.54,3.617,0.70231,6.096,3.048,3.048,2.032,1.524,45.57,0.03645,50.44,0.04035,0,0,3.556,44.196,"AR1",18.5,2019-08-26,19.2800006866455,FALSE,805860,1169,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-26 09:24:00,2019-08-26 15:50:00,24.892,6.433,3.86842,27.432,25.908,21.336,13.208,10.16,693.9,3.608,725.1,3.771,2.54,2.54,6.096,46.736,"AR1",18.5,2019-08-26,19.2800006866455,FALSE,805860,1170,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-08-26 19:08:00,2019-08-26 19:57:00,6.604,0.8167,8.08736,27.432,18.288,15.24,12.192,6.604,212.7,1.021,211.3,1.014,27.432,27.432,30.988,71.628,"AR1",18.5,2019-08-26,19.2800006866455,FALSE,805860,1171,TRUE,1,112.6,112.6,"158",FALSE,0.0425886382250019,0.0425886382250019,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-03 09:12:00,2019-09-03 11:26:00,5.842,2.233,2.6162,9.144,7.62,6.096,4.064,3.81,123.1,0.197,145.5,0.2328,0,0.254,0.254,37.846,"AR1",18.5,2019-09-03,22.2600002288818,FALSE,805860,1172,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-09 16:16:00,2019-09-09 16:54:00,2.794,0.6333,4.41198,12.192,9.144,6.096,4.572,2.794,71.86,0.1293,78.3,0.1409,0.508,0.762,6.604,13.462,"AR1",18.5,2019-09-09,16.1000003814697,FALSE,805860,1173,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-09 22:23:00,2019-09-09 22:28:00,0.508,0.08333,6.096,6.096,3.048,2.032,1.016,0.508,13.92,0.005567,14.86,0.005943,3.302,3.556,9.398,9.652,"AR1",18.5,2019-09-09,16.1000003814697,FALSE,805860,1174,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-10 07:07:00,2019-09-10 09:54:00,53.594,2.783,19.25574,79.248,60.96,59.944,48.26,35.306,2081,39.53,2001,38.02,3.556,4.064,9.906,10.16,"AR1",18.5,2019-09-10,19.1500015258789,FALSE,805860,1175,TRUE,1,5271,5271,"159",FALSE,1.99364753182935,1.99364753182935,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-10 12:25:00,2019-09-10 12:34:00,2.794,0.15,18.62582,27.432,16.764,11.176,5.588,2.794,105.5,0.232,100.6,0.2213,56.896,57.658,57.658,63.754,"AR1",18.5,2019-09-10,19.1500015258789,FALSE,805860,1176,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-12 01:31:00,2019-09-12 08:10:00,41.148,6.65,6.18744,70.104,56.388,45.72,28.448,22.098,1340,15.01,1347,15.09,0,56.388,60.452,66.548,"AR1",18.5,2019-09-12,22.7900009155273,FALSE,805860,1177,TRUE,1,3438,3438,"160",FALSE,1.30035291489837,1.30035291489837,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-13 03:11:00,2019-09-13 09:14:00,79.248,6.05,13.09878,115.824,88.392,62.992,44.704,41.656,3067,53.98,2989,52.6,17.018,41.148,101.6,107.696,"AR1",18.5,2019-09-13,20.5900001525879,FALSE,805860,1178,TRUE,1,102600,102600,"161",FALSE,38.8063435336163,38.8063435336163,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-15 07:54:00,2019-09-15 11:56:00,5.588,4.033,1.38557,6.096,4.572,4.064,3.556,3.302,104.5,0.1463,125.6,0.1759,0,0.508,180.848,186.944,"AR1",18.5,2019-09-15,19.4500007629395,FALSE,805860,1179,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-19 15:08:00,2019-09-19 18:12:00,9.144,3.067,2.98196,24.384,16.764,12.192,9.144,6.604,251.7,0.9062,260.4,0.9373,0,0,84.836,186.436,"AR1",18.5,2019-09-19,22.2400016784668,FALSE,805860,1180,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-20 22:06:00,2019-09-20 22:09:00,0.508,0.05,10.16,6.096,3.048,2.032,1.016,0.508,15.47,0.006188,15.85,0.006342,0,9.144,14.732,195.58,"AR1",18.5,2019-09-20,20.0400009155273,FALSE,805860,1181,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-21 16:36:00,2019-09-21 18:10:00,7.112,1.567,4.53898,15.24,10.668,10.16,8.128,6.35,184.3,0.5897,201.1,0.6436,0.508,1.778,15.24,196.088,"AR1",18.5,2019-09-21,22.810001373291,FALSE,805860,1182,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-21 20:27:00,2019-09-21 21:38:00,1.016,1.183,0.85852,3.048,1.524,2.032,1.016,0.762,19.48,0.007791,20.64,0.008256,7.62,7.62,22.352,203.2,"AR1",18.5,2019-09-21,22.810001373291,FALSE,805860,1183,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-22 09:54:00,2019-09-22 16:49:00,19.05,6.917,2.75336,21.336,16.764,15.24,13.716,10.414,542.6,2.93,552.8,2.985,8.382,8.89,19.05,204.47,"AR1",18.5,2019-09-22,22.6400012969971,FALSE,805860,1184,TRUE,1,16080,16080,"162",FALSE,6.08192986374805,6.08192986374805,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-22 19:03:00,2019-09-22 22:00:00,3.556,2.95,1.205484,6.096,4.572,3.048,2.54,2.032,63.87,0.06387,75.05,0.07505,20.32,27.94,37.084,223.266,"AR1",18.5,2019-09-22,22.6400012969971,FALSE,805860,1185,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-27 09:40:00,2019-09-27 09:46:00,1.016,0.1,10.16,9.144,6.096,4.064,2.032,1.016,30.94,0.02475,31.71,0.02537,0,0,31.496,46.228,"AR1",18.5,2019-09-27,16.9700012207031,FALSE,805860,1186,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-28 00:44:00,2019-09-28 01:09:00,8.128,0.4167,19.5072,64.008,35.052,27.432,16.256,8.128,318.5,2.038,308.9,1.977,1.524,1.524,32.512,47.752,"AR1",18.5,2019-09-28,16.5500011444092,FALSE,805860,1187,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-29 05:28:00,2019-09-29 10:53:00,44.45,5.417,8.20674,45.72,35.052,30.48,27.94,21.082,1505,16.56,1478,16.26,0,9.652,32.258,55.88,"AR1",18.5,2019-09-29,15.0900011062622,FALSE,805860,1188,TRUE,1,48850,48850,"163",TRUE,18.4765095674187,18.4765095674187,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-09-29 14:41:00,2019-09-29 17:53:00,4.826,3.2,1.508252,9.144,7.62,7.112,5.08,3.81,101.6,0.2031,115.1,0.2303,44.45,53.086,62.484,94.742,"AR1",18.5,2019-09-29,15.0900011062622,FALSE,805860,1189,TRUE,1,48850,0,"163",TRUE,18.4765095674187,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2019,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"USGS-423740088592701",2019-10-01 16:55:00,2019-10-01 18:20:00,3.048,1.417,2.151634,18.288,10.668,8.128,4.064,2.54,85.08,0.1361,85.38,0.1366,0,0.508,58.928,99.568,"AR1",18.5,2019-10-01,23.2000007629395,FALSE,805860,1190,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-02 02:41:00,2019-10-02 05:03:00,36.068,2.367,15.24,79.248,57.912,46.736,27.94,21.082,1323,14.55,1289,14.18,3.048,3.048,61.976,102.616,"AR1",18.5,2019-10-02,19.2800006866455,FALSE,805860,1191,TRUE,1,65980,65980,"164",TRUE,24.9555803737622,24.9555803737622,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-02 07:45:00,2019-10-02 12:45:00,16.764,5,3.3528,15.24,10.668,10.16,7.62,6.096,381.4,1.144,439.9,1.32,39.116,39.116,98.044,138.684,"AR1",18.5,2019-10-02,19.2800006866455,FALSE,805860,1192,TRUE,1,65980,0,"164",TRUE,24.9555803737622,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-02 14:52:00,2019-10-02 15:47:00,1.778,0.9167,1.939544,3.048,3.048,3.048,2.54,1.778,35.02,0.03502,41.48,0.04148,55.88,55.88,114.808,155.448,"AR1",18.5,2019-10-02,19.2800006866455,FALSE,805860,1193,TRUE,1,65980,0,"164",TRUE,24.9555803737622,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-02 20:50:00,2019-10-02 22:16:00,1.016,1.433,0.708914,3.048,3.048,2.032,1.524,0.762,19.76,0.01186,20.64,0.01239,54.61,57.658,116.586,157.226,"AR1",18.5,2019-10-02,19.2800006866455,FALSE,805860,1194,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-03 01:46:00,2019-10-03 05:45:00,9.144,3.983,2.295652,18.288,10.668,9.144,6.604,5.842,215,0.5589,239.2,0.6219,55.626,58.674,117.602,158.242,"AR1",18.5,2019-10-03,13.4600009918213,FALSE,805860,1195,TRUE,1,6470,6470,"165",FALSE,2.44714466532648,2.44714466532648,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-05 19:19:00,2019-10-05 21:53:00,17.526,2.567,6.82752,27.432,21.336,16.256,12.192,10.668,499.1,2.396,526.2,2.526,0,0,117.602,151.13,"AR1",18.5,2019-10-05,10.3800001144409,FALSE,805860,1196,TRUE,1,11000,11000,"166",FALSE,4.16052416052416,4.16052416052416,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-11 07:39:00,2019-10-11 14:36:00,4.826,6.95,0.694436,9.144,6.096,4.064,2.54,1.524,92.77,0.09277,102.2,0.1022,0,0,17.526,144.78,"AR1",18.5,2019-10-11,17.7400016784668,FALSE,805860,1197,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
"USGS-423740088592701",2019-10-11 17:44:00,2019-10-11 19:23:00,1.27,1.65,0.76962,3.048,3.048,2.032,1.524,1.016,24.01,0.01441,25.6,0.01536,4.826,4.826,22.352,148.336,"AR1",18.5,2019-10-11,17.7400016784668,FALSE,805860,1198,FALSE,0,0,0,,FALSE,0,0,"Surface","Beef and cash crop (grain and specialty)","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Warsaw silt loam","High-infiltration","Well drained",1.9,0.235,2020,"Fall",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Previous summer + current fall",1,"Yes"
