"Field_Name","frozen","storm","unique_storm_number","Q_start","Q_end","runoff_volume","peak_discharge","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I30_mm_hr","I60_mm_hr","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","Q_event_id","BasinArea_ac","area_ft2","runoff_mm","first_P_start","Q_response_time_hr","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"JF2","Non-Frozen","Storm","2016-15",2016-09-09 18:00:00,2016-09-09 19:15:00,67.5,0.02929,37.338,5.667,6.58876,27.432,22.86,19.304,16.002,0,8.636,77.724,83.312,350,16,696960,0.0295196280991736,2016-09-09 13:29:00,4.51666666666667,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2016,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"JF2","Non-Frozen","Storm","2016-16",2016-09-21 13:45:00,2016-09-21 15:45:00,206.5,0.06589,38.608,7.583,5.09016,33.528,19.812,12.7,10.922,0.254,4.572,30.988,140.208,351,16,696960,0.0903081955922865,2016-09-21 07:49:00,5.93333333333333,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2016,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"JF2","Non-Frozen","Storm","2016-17",2016-09-22 06:00:00,2016-09-22 22:15:00,50540,9.304,87.122,12.17,7.16026,51.816,51.816,40.132,28.448,39.624,39.878,70.612,129.032,352,16,696960,22.1025482093664,2016-09-22 01:24:00,4.6,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2016,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"JF2","Non-Frozen","Storm","2017-7",2017-03-07 03:45:00,2017-03-07 05:30:00,385.3,0.1369,16.256,1.25,13.0048,67.056,47.244,23.368,15.24,0.762,0.762,5.08,6.35,359,16,696960,0.16850241046832,2017-03-07 02:59:00,0.766666666666667,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2017,"Spring",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current fall + spring",1,"Yes"
"JF2","Non-Frozen","Storm","2017-8",2017-05-16 07:00:00,2017-05-16 08:00:00,67.3,0.04178,69.342,2.583,26.8478,97.536,89.916,68.58,50.038,1.27,1.27,8.89,17.018,360,16,696960,0.0294321625344353,2017-05-16 05:19:00,1.68333333333333,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2017,"Spring",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current fall + spring",1,"Yes"
"JF2","Non-Frozen","Storm","2017-9",2017-05-17 22:30:00,2017-05-18 00:15:00,843.8,0.5966,15.494,0.25,61.976,85.344,79.248,30.988,15.494,2.286,74.676,75.946,91.186,361,16,696960,0.369017217630854,2017-05-17 22:29:00,0.0166666666666667,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2017,"Spring",1,0,0,0,0,0,1,1,1,1,1,1,"Previous crop",0,"Current fall + spring",1,"Yes"
"JF2","Non-Frozen","Storm","2017-10",2017-07-12 08:45:00,2017-07-12 13:00:00,8325,5.528,49.022,6.333,7.73938,64.008,56.388,28.448,18.796,0,17.526,27.94,59.436,362,16,696960,3.6407541322314,2017-07-12 05:04:00,3.68333333333333,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2017,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"JF2","Non-Frozen","Storm","2017-11",2017-07-20,2017-07-20 00:45:00,82.9,0.08864,11.684,0.8333,14.0208,48.768,33.528,20.32,11.684,0,0,5.334,83.058,363,16,696960,0.036254476584022,2017-07-19 23:34:00,0.433333333333333,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2017,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"JF2","Non-Frozen","Storm","2017-12",2017-07-20 04:45:00,2017-07-20 11:45:00,101000,31.66,88.138,6.333,13.91666,134.112,100.584,60.452,36.322,11.938,11.938,17.272,85.344,364,16,696960,44.1701101928375,,,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2017,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"JF2","Non-Frozen","Storm","2017-13",2017-07-22 01:30:00,2017-07-22 04:30:00,11360,6.826,10.16,1.667,6.096,27.432,19.812,13.716,9.906,18.034,106.172,123.444,191.262,365,16,696960,4.96804407713499,,,"Surface","Beef","Grass Pasture","Pasture/Hay","Pasture/Hay","No",,"Pepin silt loam","High-infiltration","Well drained",8.6,0.225,2017,"Summer",1,0,0,0,0,0,1,1,1,1,1,1,"Current crop",0,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2011-7",2011-03-20 11:15:00,2011-03-20 23:45:00,6848,0.5354,21.844,7.55,2.89306,9.144,9.144,7.112,5.588,0.508,0.508,0.762,0.762,372,14,609840,3.42265249901613,2011-03-20 09:57:00,1.3,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2011,"Spring",0.95,0.2,0.2,0,0,,0.95,0.75,0.75,0.75,0.75,0.75,"Previous crop",0.2,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2011-8",2011-03-22 09:45:00,2011-03-23 08:00:00,20260,1.282,41.656,18.72,2.225548,30.48,19.812,10.668,7.112,0,21.844,22.606,22.606,373,14,609840,10.1260133805588,2011-03-22 08:03:00,1.7,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2011,"Spring",0.95,0.2,0.2,0,0,,0.95,0.75,0.75,0.75,0.75,0.75,"Previous crop",0.2,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2011-9",2011-04-26 12:00:00,2011-04-26 18:00:00,5223,0.723,30.988,14.27,2.171954,12.192,10.668,7.62,7.366,0,0,11.938,28.194,374,14,609840,2.61047225501771,2011-04-26 03:35:00,8.41666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2011,"Spring",0.95,0.2,0.2,0,0,,0.95,0.75,0.75,0.75,0.75,0.75,"Previous crop",0.2,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2012-6",2012-04-15 11:30:00,2012-04-15 12:45:00,449.3,0.2012,48.006,8.283,5.79628,48.768,39.624,32.004,27.432,0.762,0.762,0.762,1.016,380,14,609840,0.224561589925226,2012-04-15 03:24:00,8.1,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2012,"Spring",0.95,,,,,0,0.95,0.75,0.45,0.75,0.75,0.75,"Previous crop",,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2012-7",2012-04-20 01:30:00,2012-04-20 06:30:00,2341,0.3468,40.894,13.5,3.03022,15.24,12.192,8.128,6.096,0,2.032,50.8,51.054,381,14,609840,1.17003935458481,2012-04-19 16:58:00,8.53333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2012,"Spring",0.95,,,,,0,0.95,0.75,0.45,0.75,0.75,0.75,"Previous crop",,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2012-8",2012-05-03 07:45:00,2012-05-03 10:00:00,846.7,0.2928,18.542,5.417,3.42392,70.104,39.624,14.224,7.366,11.176,11.176,27.178,74.422,382,14,609840,0.423183392365211,,,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2012,"Spring",0.95,,,,,0,0.95,0.75,0.45,0.75,0.75,0.75,"Previous crop",,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2012-9",2012-05-03 12:45:00,2012-05-03 16:00:00,9858,3.618,12.446,4.217,2.95148,73.152,48.768,21.336,11.176,18.542,29.718,45.72,92.964,383,14,609840,4.92706021251476,2012-05-03 10:35:00,2.16666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2012,"Spring",0.95,,,,,0,0.95,0.75,0.45,0.75,0.75,0.75,"Previous crop",,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2012-10",2012-05-06 14:00:00,2012-05-06 16:30:00,924.5,0.2248,8.89,2.717,3.27152,21.336,12.192,8.636,5.334,1.016,10.414,64.77,74.422,384,14,609840,0.46206808343172,2012-05-06 11:54:00,2.1,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2012,"Spring",0.95,,,,,0,0.95,0.75,0.45,0.75,0.75,0.75,"Previous crop",,"Current fall + spring",0.75,"Partial"
"JF4","Non-Frozen","Storm","2013-6",2013-04-09 17:00:00,2013-04-09 19:00:00,556.4,0.1519,21.336,6.683,3.19278,18.288,15.24,11.684,10.16,0,3.81,7.874,12.192,390,14,609840,0.278090515545061,2013-04-09 12:14:00,4.76666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Spring",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.45,"Previous crop",,"Current fall + spring",0.55,"Partial"
"JF4","Non-Frozen","Storm","2013-7",2013-04-10 04:15:00,2013-04-10 12:00:00,8864,1.41,32.004,6.833,4.68376,39.624,27.432,16.764,13.208,21.844,25.654,29.718,34.036,391,14,609840,4.43025580480126,2013-04-10 01:38:00,2.61666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Spring",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.45,"Previous crop",,"Current fall + spring",0.55,"Partial"
"JF4","Non-Frozen","Storm","2013-8",2013-04-14 20:15:00,2013-04-15 01:30:00,257.1,0.03188,10.922,4.067,2.68478,21.336,18.288,10.16,5.334,0,0,59.944,64.008,392,14,609840,0.128499409681228,2013-04-14 18:39:00,1.6,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Spring",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.45,"Previous crop",,"Current fall + spring",0.55,"Partial"
"JF4","Non-Frozen","Storm","2013-9",2013-04-15 03:45:00,2013-04-15 08:45:00,4503,0.664,12.954,3.333,3.8862,9.144,7.62,6.604,6.096,10.922,10.922,70.866,74.93,393,14,609840,2.25061393152302,2013-04-15 02:08:00,1.61666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Spring",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.45,"Previous crop",,"Current fall + spring",0.55,"Partial"
"JF4","Non-Frozen","Storm","2013-10",2013-05-21 06:00:00,2013-05-21 09:15:00,3959,0.934,40.64,4.533,8.96366,88.392,59.436,30.48,21.844,10.668,10.668,36.83,62.23,394,14,609840,1.9787209759937,2013-05-21 03:48:00,2.2,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Spring",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.45,"Previous crop",,"Current fall + spring",0.55,"Partial"
"JF4","Non-Frozen","Storm","2013-11",2013-05-30 00:15:00,2013-05-30 07:30:00,19280,1.356,41.91,5.233,8.00862,94.488,71.628,32.004,19.304,0,1.524,26.67,112.776,395,14,609840,9.6362062180244,2013-05-29 23:29:00,0.766666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Spring",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.45,"Previous crop",,"Current fall + spring",0.55,"Partial"
"JF4","Non-Frozen","Storm","2013-12",2013-06-06 01:45:00,2013-06-06 07:30:00,3199,0.531,10.922,5.033,2.169922,18.288,13.716,10.668,6.858,13.462,24.892,52.324,97.028,396,14,609840,1.59887052341598,2013-06-06 00:29:00,1.26666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Summer",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.5,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2013-13",2013-06-09 20:30:00,2013-06-10 00:15:00,1005,0.1186,11.938,3.567,3.34772,45.72,35.052,12.7,7.62,1.27,1.27,37.592,98.806,397,14,609840,0.502302243211334,2013-06-09 18:42:00,1.8,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Summer",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.5,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2013-14",2013-06-10 02:30:00,2013-06-10 04:00:00,147.6,0.04902,2.286,2.3,0.993902,6.096,4.572,2.54,1.778,13.208,13.208,49.53,107.95,398,14,609840,0.0737709563164109,2013-06-10 00:55:00,1.58333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Summer",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.5,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2013-15",2013-06-13 02:15:00,2013-06-13 04:30:00,1992,0.71,14.986,5.533,2.70764,39.624,36.576,19.812,10.668,5.08,5.334,34.29,103.886,399,14,609840,0.995608028335301,,,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Summer",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.5,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2013-16",2013-06-23 01:45:00,2013-06-23 11:00:00,22270,5.06,36.068,8.55,4.21894,70.104,39.624,22.86,17.018,10.16,27.432,27.432,79.502,400,14,609840,11.1306178669815,2013-06-23 01:10:00,0.583333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Summer",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.5,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2013-17",2013-06-25 08:00:00,2013-06-25 12:30:00,7634,1.45,19.05,5.533,3.4417,27.432,22.86,11.176,9.398,0,11.176,63.5,99.822,401,14,609840,3.81549783549784,2013-06-25 03:55:00,4.08333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2013,"Summer",0.95,,,,,,0.95,0.45,0.5,0.55,0.55,0.5,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2014-5",2014-04-13 22:45:00,2014-04-14 06:45:00,7502,0.916,38.354,11.55,3.31978,12.192,10.668,10.16,9.144,21.336,31.242,31.242,36.322,406,14,609840,3.74952380952381,2014-04-13 17:22:00,5.38333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Spring",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.5,"Previous crop",,"Current fall + spring",0.85,"Partial"
"JF4","Non-Frozen","Storm","2014-6",2014-04-24 14:30:00,2014-04-25 01:00:00,4411,0.4104,29.718,18.18,1.634236,9.144,7.62,5.588,4.572,5.08,5.08,23.368,92.964,407,14,609840,2.20463203463203,2014-04-24 04:44:00,9.76666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Spring",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.5,"Previous crop",,"Current fall + spring",0.85,"Partial"
"JF4","Non-Frozen","Storm","2014-7",2014-04-28 13:15:00,2014-04-28 22:00:00,5148,0.5894,20.32,9.95,2.04216,12.192,10.668,8.128,4.826,10.668,10.668,45.72,64.008,408,14,609840,2.57298701298701,2014-04-28 09:07:00,4.13333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Spring",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.5,"Previous crop",,"Current fall + spring",0.85,"Partial"
"JF4","Non-Frozen","Storm","2014-8",2014-04-29 10:00:00,2014-04-29 14:00:00,1551,0.262,4.826,2.95,1.636014,6.096,3.048,3.048,2.54,22.352,33.02,68.072,86.36,409,14,609840,0.775194805194805,2014-04-29 08:25:00,1.58333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Spring",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.5,"Previous crop",,"Current fall + spring",0.85,"Partial"
"JF4","Non-Frozen","Storm","2014-9",2014-06-01 21:30:00,2014-06-02 01:45:00,8377,1.956,48.006,6.283,7.64032,73.152,53.34,32.004,17.78,12.954,12.954,21.844,25.4,410,14,609840,4.18685163321527,2014-06-01 17:10:00,4.33333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Summer",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2014-10",2014-06-07 18:45:00,2014-06-07 21:00:00,4978,2.38,36.322,2.783,13.05052,149.352,128.016,62.484,32.258,0,0,66.548,75.438,411,14,609840,2.4880204643841,2014-06-07 18:05:00,0.666666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Summer",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2014-11",2014-06-17 02:45:00,2014-06-17 05:15:00,7122,2.475,39.624,3.267,12.13104,124.968,114.3,61.468,33.02,0,0.254,0.254,37.338,412,14,609840,3.55959858323495,2014-06-17 01:51:00,0.9,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Summer",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2014-12",2014-06-18 11:00:00,2014-06-18 15:15:00,15840,5.426,28.194,2.433,11.58748,140.208,117.348,48.768,25.146,0.762,44.196,44.45,81.534,413,14,609840,7.91688311688312,2014-06-18 11:00:00,0,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Summer",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2014-13",2014-06-19 06:30:00,2014-06-19 13:15:00,60780,16.62,46.99,6.2,7.57936,85.344,79.248,53.34,34.544,28.956,31.75,72.644,109.474,414,14,609840,30.3780401416765,2014-06-19 06:17:00,0.216666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Summer",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2015-3",2015-04-07 23:00:00,2015-04-07 23:30:00,5.5,0.00541,7.366,0.5667,12.99972,60.96,51.816,28.448,14.732,0.508,0.508,3.302,5.08,417,14,609840,0.00274891774891775,2015-04-07 22:53:00,0.116666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Spring",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current fall + spring",0.65,"Partial"
"JF4","Non-Frozen","Storm","2015-4",2015-04-08 03:00:00,2015-04-08 06:15:00,838,0.153,41.148,5.417,7.59714,60.96,51.816,28.448,17.018,0.508,0.508,3.302,5.08,418,14,609840,0.41883510428965,2015-04-07 22:53:00,4.11666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Spring",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current fall + spring",0.65,"Partial"
"JF4","Non-Frozen","Storm","2015-5",2015-04-09 16:00:00,2015-04-09 21:30:00,8599,1.16,22.86,3.183,7.18058,30.48,25.908,20.828,12.446,6.858,48.26,48.768,53.34,419,14,609840,4.29780794962613,2015-04-09 14:23:00,1.61666666666667,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Spring",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current fall + spring",0.65,"Partial"
"JF4","Non-Frozen","Storm","2015-6",2015-04-10 00:45:00,2015-04-10 07:30:00,6754,0.71,13.462,5.067,2.65684,48.768,36.576,13.208,7.366,29.718,61.976,71.628,76.2,420,14,609840,3.375670995671,2015-04-09 23:43:00,1.03333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Spring",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current fall + spring",0.65,"Partial"
"JF4","Non-Frozen","Storm","2015-7",2015-04-10 14:30:00,2015-04-10 18:30:00,1060,0.1597,0,,,,,,,35.814,43.18,85.09,89.662,421,14,609840,0.529791420700512,,,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Spring",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current fall + spring",0.65,"Partial"
"JF4","Non-Frozen","Storm","2015-8",2015-06-12 02:15:00,2015-06-12 06:15:00,1536,0.2194,43.942,15.25,2.88036,27.432,18.288,9.652,6.858,0,0,9.144,33.528,422,14,609840,0.767697756788666,2015-06-11 14:03:00,12.2,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Summer",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2015-9",2015-07-13 21:45:00,2015-07-13 23:30:00,766,0.3399,27.94,0.9167,30.48,112.776,82.296,50.8,27.94,21.844,21.844,28.956,46.736,423,14,609840,0.382849271940181,2015-07-13 21:30:00,0.25,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Summer",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current spring + summer",,
"JF4","Non-Frozen","Storm","2016-1",2015-12-13 10:00:00,2015-12-13 13:15:00,758.8,0.1369,33.274,4.683,7.10438,91.44,73.152,48.768,41.91,0,0,1.016,13.97,424,14,609840,0.379250688705234,2015-12-13 07:19:00,2.68333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Fall",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Previous summer + current fall",0.65,"Partial"
"JF4","Non-Frozen","Storm","2016-2",2015-12-13 16:00:00,2015-12-13 20:00:00,3114,0.674,48.768,12.42,3.92684,91.44,73.152,48.768,41.91,0,0,1.016,13.97,425,14,609840,1.55638724911452,2015-12-13 07:19:00,8.68333333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Fall",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Previous summer + current fall",0.65,"Partial"
"JF4","Non-Frozen","Storm","2016-3",2015-12-14,2015-12-14 17:30:00,47150,4.171,106.172,31.12,3.41122,91.44,73.152,48.768,41.91,0,0,1.016,13.97,426,14,609840,23.5657221566312,2015-12-13 07:19:00,16.6833333333333,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Fall",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Previous summer + current fall",0.65,"Partial"
