"field_year","Field_Name","estimated","frozen","storm_start","storm_end","month_name","runoff_in","runoff_volume_cubicft","peak_discharge_cfs","sediment_yield_lbsac","cl_yield_lbsac","no3_yield_lbsac","nh4_yield_lbsac","orgn_yield_lbsac","tn_yield_lbsac","srp_yield_lbsac","tp_yield_lbsac","sediment_conc_mgL","cl_conc_mgL","no3_conc_mgL","nh4_conc_mgL","orgn_conc_mgL","tn_conc_mgL","srp_conc_mgL","tp_conc_mgL","sediment_load_lbs","cl_load_lbs","no3_load_lbs","nh4_load_lbs","orgn_load_lbs","tn_load_lbs","srp_load_lbs","tp_load_pounds"
"2015","JF2","Estimated","Non-Frozen",2015-07-13 21:45:00,2015-07-13 22:15:00,"Jul",0.00163567493112948,95,0.2,0.193,0.0126,0.000259,0.00201,0.00619,0.00845,0.0011,0.00214,"522","33.9","0.7",5.41,16.7,22.8,2.98,5.77,3.1,0.201,0.00415,0.0321,0.099,0.135,0.0177,0.0342
"2016","JF2","Measured","Non-Frozen",2015-12-14 10:00:00,2015-12-14 16:30:00,"Dec",0.222107438016529,12900,2.802,17.8,0.196,0.00503,0.0282,0.322,0.355,0.0931,0.165,"353","3.9","0.1",0.56,6.4,7.06,1.85,3.28,284,3.14,0.0805,0.451,5.15,5.68,1.49,2.64
"2016","JF2","Measured","Non-Frozen",2016-03-31 03:15:00,2016-03-31 07:00:00,"Mar",0.113171487603306,6573,1.254,27.5,0.285,0.00513,0.0831,0.535,0.623,0.115,0.25,"1070","11.1","0.2",3.24,20.9,24.3,4.48,9.73,439,4.55,0.0821,1.33,8.56,9.97,1.84,3.99
"2016","JF2","Estimated","Non-Frozen",2016-03-31 08:00:00,2016-03-31 10:15:00,"Mar",0.00566632231404959,329.1,0.07568,1.38,0.0143,0.000257,0.00416,0.0268,0.0312,0.00575,0.0125,"1070","11.1","0.2",3.24,20.9,24.3,4.48,9.73,22,0.228,0.00411,0.0666,0.429,0.499,0.092,0.2
"2016","JF2","Measured","Non-Frozen",2016-05-26 11:00:00,2016-05-26 11:30:00,"May",0.0018818870523416,109.3,0.181,0.549,0.00256,2.13e-05,0.00179,0.00478,0.00659,0.000559,0.00168,"1290","6","0.1",4.2,11.2,15.4,1.31,3.94,8.79,0.0409,0.000341,0.0287,0.0764,0.105,0.00894,0.0269
"2016","JF2","Estimated","Non-Frozen",2016-06-01 00:15:00,2016-06-01 01:30:00,"Jun",0.00141873278236915,82.4,0.0595,0.414,0.00193,1.61e-05,0.00135,0.0036,0.00497,0.000421,0.00127,"1290","6","0.1",4.2,11.2,15.4,1.31,3.94,6.63,0.0309,0.000257,0.0216,0.0576,0.0795,0.00674,0.0203
"2016","JF2","Estimated","Non-Frozen",2016-06-11 00:15:00,2016-06-11 01:15:00,"Jun",0.00140495867768595,81.6,0.1575,0.41,0.00191,1.59e-05,0.00134,0.00357,0.00492,0.000417,0.00126,"1290","6","0.1",4.2,11.2,15.4,1.31,3.94,6.57,0.0306,0.000255,0.0214,0.0571,0.0788,0.00668,0.0201
"2016","JF2","Estimated","Non-Frozen",2016-06-12 10:30:00,2016-06-12 11:00:00,"Jun",0.000735192837465565,42.7,0.1081,0.214,0.000999,8.33e-06,0.000699,0.00187,0.00257,0.000218,0.000656,"1290","6","0.1",4.2,11.2,15.4,1.31,3.94,3.43,0.016,0.000133,0.0112,0.0298,0.0412,0.00349,0.0105
"2016","JF2","Estimated","Non-Frozen",2016-06-13 15:15:00,2016-06-13 16:00:00,"Jun",0.00134641873278237,78.2,0.06234,0.393,0.00183,1.53e-05,0.00128,0.00342,0.00471,4e-04,0.0012,"1290","6","0.1",4.2,11.2,15.4,1.31,3.94,6.29,0.0293,0.000244,0.0205,0.0547,0.0754,0.00639,0.0192
"2016","JF2","Measured","Non-Frozen",2016-06-15 02:15:00,2016-06-15 05:15:00,"Jun",0.164032369146006,9527,4.844,96.9,0.714,0.00186,0.0394,1.28,1.32,0.172,0.513,"2610","19.2","0.1",1.06,34.4,35.6,4.62,13.8,1550,11.4,0.0297,0.63,20.5,21.1,2.75,8.21
"2016","JF2","Measured","Non-Frozen",2016-06-30 20:15:00,2016-06-30 21:00:00,"Jun",0.00723657024793388,420.3,0.5179,4.93,0.00869,0.00279,0.00194,0.0148,0.0195,0.00356,0.00715,"3000","5.3","1.7",1.18,9.02,11.9,2.17,4.36,78.8,0.139,0.0446,0.031,0.237,0.312,0.0569,0.114
"2016","JF2","Estimated","Non-Frozen",2016-07-06 03:30:00,2016-07-06 04:15:00,"Jul",0.00158574380165289,92.1,0.1081,1.08,0.0019,0.000611,0.000424,0.00324,0.00428,0.00078,0.00157,"3000","5.3","1.7",1.18,9.02,11.9,2.17,4.36,17.3,0.0305,0.00977,0.00678,0.0519,0.0684,0.0125,0.0251
"2016","JF2","Estimated","Non-Frozen",2016-07-17 09:00:00,2016-07-17 09:45:00,"Jul",0.00145144628099174,84.3,0.099,0.988,0.00174,0.000559,0.000388,0.00297,0.00392,0.000714,0.00143,"3000","5.3","1.7",1.18,9.02,11.9,2.17,4.36,15.8,0.0279,0.00895,0.00621,0.0475,0.0626,0.0114,0.023
"2016","JF2","Estimated","Non-Frozen",2016-08-17 03:45:00,2016-08-17 04:15:00,"Aug",0.000774793388429752,45,0.04713,0.527,0.000931,0.000299,0.000207,0.00158,0.00209,0.000381,0.000766,"3000","5.3","1.7",1.18,9.02,11.9,2.17,4.36,8.44,0.0149,0.00478,0.00332,0.0253,0.0334,0.0061,0.0123
"2016","JF2","Estimated","Non-Frozen",2016-08-24 06:15:00,2016-08-24 07:00:00,"Aug",0.00118285123966942,68.7,0.1036,0.805,0.00142,0.000456,0.000316,0.00242,0.00319,0.000582,0.00117,"3000","5.3","1.7",1.18,9.02,11.9,2.17,4.36,12.9,0.0227,0.00729,0.00506,0.0387,0.051,0.00931,0.0187
"2016","JF2","Measured","Non-Frozen",2016-09-07 11:45:00,2016-09-07 13:30:00,"Sep",0.0502410468319559,2918,1.92,16.2,0.301,0.0171,0.0121,0.333,0.362,0.0841,0.183,"1430","26.4","1.5",1.06,29.2,31.8,7.39,16.1,260,4.81,0.273,0.193,5.33,5.79,1.35,2.93
"2016","JF2","Estimated","Non-Frozen",2016-09-09 18:00:00,2016-09-09 19:15:00,"Sep",0.00116219008264463,67.5,0.02929,0.376,0.00695,0.000395,0.000279,0.0077,0.00837,0.00195,0.00424,"1430","26.4","1.5",1.06,29.2,31.8,7.39,16.1,6.01,0.111,0.00632,0.00447,0.123,0.134,0.0311,0.0678
"2016","JF2","Estimated","Non-Frozen",2016-09-21 13:45:00,2016-09-21 15:45:00,"Sep",0.00355544077134986,206.5,0.06589,1.15,0.0213,0.00121,0.000854,0.0236,0.0256,0.00595,0.013,"1430","26.4","1.5",1.06,29.2,31.8,7.39,16.1,18.4,0.34,0.0193,0.0137,0.377,0.41,0.0953,0.208
"2016","JF2","Measured","Non-Frozen",2016-09-22 06:00:00,2016-09-22 22:15:00,"Sep",0.870179063360881,50540,9.304,71.8,0.454,0.0394,0.0355,1.25,1.33,0.45,0.706,"364","2.3","0.2",0.18,6.34,6.72,2.28,3.58,1150,7.26,0.631,0.568,20,21.2,7.19,11.3
"2017","JF2","Estimated","Frozen",2017-01-10 15:00:00,2017-01-10 20:00:00,"Jan",0.00363636363636364,211.2,0.03292,0.0214,0.00676,8.24e-05,0.00232,0.00453,0.00694,0.000616,0.000923,"26","8.2","0.1",2.82,5.5,8.42,0.748,1.12,0.343,0.108,0.00132,0.0372,0.0725,0.111,0.00986,0.0148
"2017","JF2","Measured","Frozen",2017-01-20 05:30:00,2017-01-21 11:00:00,"Jan",0.053254132231405,3093,0.05481,0.314,0.099,0.00121,0.034,0.0664,0.102,0.00903,0.0135,"26","8.2","0.1",2.82,5.5,8.42,0.748,1.12,5.02,1.58,0.0193,0.544,1.06,1.63,0.144,0.216
"2017","JF2","Measured","Frozen",2017-01-21 11:00:00,2017-01-23 18:30:00,"Jan",0.150878099173554,8763,0.1553,29.8,0.297,0.00171,0.17,0.271,0.443,0.0281,0.0762,"871","8.7","0.1",4.98,7.92,13,0.822,2.23,476,4.76,0.0274,2.72,4.33,7.08,0.45,1.22
"2017","JF2","Measured","Frozen",2017-01-23 18:30:00,2017-01-25 01:00:00,"Jan",0.0352100550964187,2045,0.08781,0.423,0.0383,0.000399,0.0207,0.0207,0.0419,0.0062,0.00862,"53","4.8","0.1",2.6,2.6,5.25,0.777,1.08,6.77,0.613,0.00638,0.332,0.332,0.67,0.0992,0.138
"2017","JF2","Estimated","Frozen",2017-02-11 20:30:00,2017-02-13 01:30:00,"Feb",0.018870523415978,1096,0.01506,0.227,0.0205,0.000214,0.0111,0.0111,0.0224,0.00332,0.00462,"53","4.8","0.1",2.6,2.6,5.25,0.777,1.08,3.63,0.328,0.00342,0.178,0.178,0.359,0.0531,0.0739
"2017","JF2","Estimated","Frozen",2017-02-13 16:00:00,2017-02-14 04:30:00,"Feb",0.00743801652892562,432,0.01543,0.0893,0.00809,8.43e-05,0.00438,0.00438,0.00885,0.00131,0.00182,"53","4.8","0.1",2.6,2.6,5.25,0.777,1.08,1.43,0.129,0.00135,0.0701,0.0701,0.142,0.021,0.0291
"2017","JF2","Estimated","Frozen",2017-02-17 18:30:00,2017-02-18 23:45:00,"Feb",0.0251721763085399,1462,0.01664,0.302,0.0274,0.000285,0.0148,0.0148,0.03,0.00443,0.00616,"53","4.8","0.1",2.6,2.6,5.25,0.777,1.08,4.84,0.438,0.00456,0.237,0.237,0.479,0.0709,0.0986
"2017","JF2","Estimated","Frozen",2017-02-19 19:00:00,2017-02-20,"Feb",0.00398243801652893,231.3,0.0158,0.0478,0.00433,4.51e-05,0.00235,0.00235,0.00474,0.000701,0.000975,"53","4.8","0.1",2.6,2.6,5.25,0.777,1.08,0.765,0.0693,0.000722,0.0375,0.0375,0.0758,0.0112,0.0156
"2017","JF2","Measured","Non-Frozen",2017-03-07 03:45:00,2017-03-07 05:30:00,"Mar",0.00663395316804408,385.3,0.1369,5.31,0.0502,7.52e-05,0.0123,0.126,0.138,0.015,0.0465,"3530","33.4","0.1",8.2,83.6,91.8,9.97,30.9,84.9,0.803,0.0012,0.197,2.01,2.21,0.24,0.743
"2017","JF2","Estimated","Non-Frozen",2017-05-16 07:00:00,2017-05-16 08:00:00,"May",0.00115874655647383,67.3,0.04178,0.399,0.00441,7.88e-05,0.00046,0.00419,0.00473,0.00073,0.00181,"1520","16.8","0.3",1.75,16,18,2.78,6.88,6.39,0.0706,0.00126,0.00735,0.067,0.0756,0.0117,0.0289
"2017","JF2","Measured","Non-Frozen",2017-05-17 22:30:00,2017-05-18 00:15:00,"May",0.0145282369146006,843.8,0.5966,5,0.0553,0.000988,0.00576,0.0525,0.0593,0.00915,0.0227,"1520","16.8","0.3",1.75,16,18,2.78,6.88,80.1,0.885,0.0158,0.0922,0.84,0.948,0.146,0.362
"2017","JF2","Estimated","Non-Frozen",2017-07-12 08:45:00,2017-07-12 09:30:00,"Jul",0.00234676308539945,136.3,0.1348,0.808,0.00893,0.00016,0.000931,0.00848,0.00957,0.00148,0.00366,"1520","16.8","0.3",1.75,16,18,2.78,6.88,12.9,0.143,0.00255,0.0149,0.136,0.153,0.0237,0.0585
"2017","JF2","Measured","Non-Frozen",2017-07-12 11:00:00,2017-07-12 13:00:00,"Jul",0.140977961432507,8188,5.528,58.1,0.572,0.00958,0.0211,0.56,0.591,0.0981,0.232,"1820","17.9","0.3",0.66,17.5,18.5,3.07,7.25,929,9.15,0.153,0.337,8.97,9.46,1.57,3.71
"2017","JF2","Estimated","Non-Frozen",2017-07-20,2017-07-20 00:45:00,"Jul",0.00142734159779614,82.9,0.08864,0.588,0.00579,9.71e-05,0.000214,0.00568,0.00599,0.000993,0.00235,"1820","17.9","0.3",0.66,17.5,18.5,3.07,7.25,9.41,0.0927,0.00155,0.00342,0.0908,0.0958,0.0159,0.0375
"2017","JF2","Measured","Non-Frozen",2017-07-20 04:45:00,2017-07-20 06:35:00,"Jul",0.6875,39930,19.52,69.6,1.56,0.109,0.0623,0.896,1.07,0.374,0.519,"447","10","0.7",0.4,5.75,6.85,2.4,3.33,1110,24.9,1.74,0.997,14.3,17.1,5.98,8.3
"2017","JF2","Measured","Non-Frozen",2017-07-20 06:35:00,2017-07-20 07:55:00,"Jul",0.132920110192837,7720,8.786,7.44,0.256,0.0211,0.0133,0.151,0.185,0.0783,0.0982,"247","8.5","0.7",0.44,5,6.14,2.6,3.26,119,4.1,0.337,0.212,2.41,2.96,1.25,1.57
"2017","JF2","Measured","Non-Frozen",2017-07-20 07:55:00,2017-07-20 08:35:00,"Jul",0.612603305785124,35580,31.66,113,0.569,0.0417,0.0292,1.06,1.13,0.298,0.528,"817","4.1","0.3",0.21,7.61,8.12,2.15,3.8,1810,9.11,0.666,0.466,16.9,18,4.78,8.44
"2017","JF2","Estimated","Non-Frozen",2017-07-20 08:35:00,2017-07-20 11:45:00,"Jul",0.305268595041322,17730,7.68,17.1,0.588,0.0484,0.0304,0.346,0.425,0.18,0.226,"247","8.5","0.7",0.44,5,6.14,2.6,3.26,273,9.41,0.775,0.487,5.53,6.8,2.88,3.61
"2017","JF2","Measured","Non-Frozen",2017-07-22 01:30:00,2017-07-22 04:30:00,"Jul",0.195592286501377,11360,6.826,51.5,0.425,0.0177,0.0341,0.768,0.82,0.183,0.356,"1160","9.6","0.4",0.77,17.3,18.5,4.12,8.03,824,6.81,0.284,0.546,12.3,13.1,2.92,5.69
"2011","JF4","Estimated","Frozen",2010-11-29 23:45:00,2010-11-30 00:05:00,"Nov",0.00218614718614719,111.1,0.1317,0.0139,0.00362,0.000149,0.00111,0.00112,0.00239,0.000298,0.000356,"28","7.3","0.3",2.25,2.27,4.82,0.601,0.719,0.194,0.0506,0.00208,0.0156,0.0157,0.0334,0.00417,0.00499
"2011","JF4","Measured","Frozen",2011-02-17 12:00:00,2011-02-18 19:30:00,"Feb",0.560606060606061,28490,0.928,3.56,0.928,0.0381,0.286,0.288,0.612,0.0764,0.0914,"28","7.3","0.3",2.25,2.27,4.82,0.601,0.719,49.8,13,0.534,4,4.04,8.57,1.07,1.28
"2011","JF4","Measured","Frozen",2011-03-15 19:45:00,2011-03-16 02:15:00,"Mar",0.00952577725304998,484.1,0.04839,0.00648,0.00583,0.000648,0.00315,0.00423,0.00803,0.000397,0.000676,"3","2.7","0.3",1.46,1.96,3.72,0.184,0.313,0.0907,0.0816,0.00907,0.0441,0.0592,0.112,0.00556,0.00946
"2011","JF4","Estimated","Frozen",2011-03-16 04:45:00,2011-03-16 14:15:00,"Mar",0.0182447855175128,927.2,0.05682,0.0124,0.0112,0.00124,0.00604,0.0081,0.0154,0.000761,0.00129,"3","2.7","0.3",1.46,1.96,3.72,0.184,0.313,0.174,0.156,0.0174,0.0845,0.113,0.215,0.0107,0.0181
"2011","JF4","Measured","Frozen",2011-03-16 18:00:00,2011-03-18 08:45:00,"Mar",0.367178276269185,18660,0.3314,0.25,0.225,0.0666,0.0799,0.0957,0.242,0.0248,0.0313,"3","2.7","0.8",0.96,1.15,2.91,0.298,0.376,3.49,3.15,0.932,1.12,1.34,3.39,0.347,0.438
"2011","JF4","Measured","Frozen",2011-03-18 20:30:00,2011-03-19 03:15:00,"Mar",0.0126603699330972,643.4,0.06092,0.00287,0.00975,0.00287,0.00227,0.0031,0.00823,0.000789,0.000964,"2","3.4","1",0.79,1.08,2.87,0.275,0.336,0.0402,0.137,0.0402,0.0317,0.0434,0.115,0.011,0.0135
"2011","JF4","Measured","Non-Frozen",2011-03-20 11:15:00,2011-03-20 23:45:00,"Mar",0.134750098386462,6848,0.5354,0.397,0.137,0.0428,0.0281,0.055,0.126,0.00913,0.0128,"13","4.5","1.4",0.92,1.8,4.12,0.299,0.42,5.56,1.92,0.599,0.393,0.77,1.76,0.128,0.18
"2011","JF4","Measured","Non-Frozen",2011-03-22 09:45:00,2011-03-22 22:35:00,"Mar",0.177961432506887,9044,1.178,0.847,0.238,0.0726,0.0335,0.0718,0.178,0.011,0.016,"21","5.9","1.8",0.83,1.78,4.41,0.273,0.396,11.9,3.33,1.02,0.469,1,2.49,0.154,0.224
"2011","JF4","Measured","Non-Frozen",2011-03-22 22:35:00,2011-03-23 08:00:00,"Mar",0.220582447855175,11210,1.282,1,0.24,0.085,0.0365,0.072,0.194,0.0127,0.0179,"20","4.8","1.7",0.73,1.44,3.87,0.254,0.358,14,3.36,1.19,0.511,1.01,2.71,0.178,0.251
"2011","JF4","Estimated","Non-Frozen",2011-04-26 12:00:00,2011-04-26 18:00:00,"Apr",0.102774498229044,5223,0.723,0.466,0.112,0.0396,0.017,0.0335,0.0901,0.00592,0.00834,"20","4.8","1.7",0.73,1.44,3.87,0.254,0.358,6.52,1.57,0.554,0.238,0.47,1.26,0.0828,0.117
"2012","JF4","Estimated","Frozen",2012-02-21 20:00:00,2012-02-22 02:15:00,"Feb",0.00493112947658402,250.6,0.0205,0.0168,0.00883,0.00134,0.00114,0.00346,0.00594,0.000635,0.000894,"15","7.9","1.2",1.02,3.1,5.32,0.568,0.8,0.235,0.124,0.0188,0.016,0.0485,0.0832,0.00888,0.0125
"2012","JF4","Estimated","Frozen",2012-02-22 16:45:00,2012-02-23 04:15:00,"Feb",0.00680047225501771,345.6,0.0118,0.0231,0.0122,0.00185,0.00157,0.00478,0.0082,0.000875,0.00123,"15","7.9","1.2",1.02,3.1,5.32,0.568,0.8,0.324,0.17,0.0259,0.022,0.0669,0.115,0.0123,0.0173
"2012","JF4","Estimated","Frozen",2012-02-26 21:00:00,2012-02-27 04:10:00,"Feb",0.0103699330972058,527,0.035,0.0353,0.0186,0.00282,0.0024,0.00729,0.0125,0.00133,0.00188,"15","7.9","1.2",1.02,3.1,5.32,0.568,0.8,0.494,0.26,0.0395,0.0336,0.102,0.175,0.0187,0.0263
"2012","JF4","Measured","Frozen",2012-02-28 23:15:00,2012-03-01 09:30:00,"Feb",0.564344746162928,28680,1.952,1.92,1.01,0.153,0.13,0.397,0.68,0.0727,0.102,"15","7.9","1.2",1.02,3.1,5.32,0.568,0.8,26.9,14.1,2.15,1.83,5.55,9.53,1.02,1.43
"2012","JF4","Measured","Frozen",2012-03-06 16:30:00,2012-03-07 13:15:00,"Mar",0.32034632034632,16280,1.542,2.47,0.406,0.0218,0.105,0.228,0.354,0.0945,0.123,"34","5.6","0.3",1.44,3.14,4.88,1.3,1.7,34.6,5.69,0.305,1.46,3.19,4.96,1.32,1.73
"2012","JF4","Estimated","Non-Frozen",2012-04-15 11:30:00,2012-04-15 12:45:00,"Apr",0.00884100747737111,449.3,0.2012,0.026,0.0186,0.00381,0.000601,0.00501,0.00942,0.00148,0.00192,"13","9.3","1.9",0.3,2.5,4.7,0.74,0.96,0.365,0.261,0.0533,0.00841,0.0701,0.132,0.0208,0.0269
"2012","JF4","Measured","Non-Frozen",2012-04-20 01:30:00,2012-04-20 06:30:00,"Apr",0.046064541519087,2341,0.3468,0.136,0.0971,0.0198,0.00313,0.0261,0.0491,0.00773,0.01,"13","9.3","1.9",0.3,2.5,4.7,0.74,0.96,1.9,1.36,0.278,0.0439,0.365,0.687,0.108,0.14
"2012","JF4","Estimated","Non-Frozen",2012-05-03 07:45:00,2012-05-03 10:00:00,"May",0.0166607634789453,846.7,0.2928,9.54,0.014,0.00189,0.00102,0.0473,0.0502,0.0026,0.0148,"2530","3.7","0.5",0.27,12.5,13.3,0.689,3.91,134,0.196,0.0264,0.0143,0.662,0.703,0.0364,0.207
"2012","JF4","Measured","Non-Frozen",2012-05-03 12:45:00,2012-05-03 16:00:00,"May",0.193978748524203,9858,3.618,111,0.163,0.022,0.0119,0.551,0.585,0.0303,0.172,"2530","3.7","0.5",0.27,12.5,13.3,0.689,3.91,1560,2.28,0.308,0.166,7.71,8.19,0.424,2.41
"2012","JF4","Estimated","Non-Frozen",2012-05-06 14:00:00,2012-05-06 16:30:00,"May",0.0181916568280205,924.5,0.2248,10.4,0.0153,0.00206,0.00111,0.0517,0.0548,0.00284,0.0161,"2530","3.7","0.5",0.27,12.5,13.3,0.689,3.91,146,0.214,0.0289,0.0156,0.723,0.768,0.0398,0.226
"2013","JF4","Measured","Frozen",2013-01-29 06:30:00,2013-01-30 20:15:00,"Jan",0.259543486816214,13190,0.4123,0.823,0.623,0.0706,0.0676,0.189,0.327,0.0484,0.0629,"14","10.6","1.2",1.15,3.21,5.56,0.823,1.07,11.5,8.73,0.988,0.947,2.64,4.58,0.677,0.881
"2013","JF4","Estimated","Frozen",2013-02-10 18:15:00,2013-02-11 13:00:00,"Feb",0.718811491538764,36530,1.088,0.163,0.407,0.0652,0.209,0.217,0.49,0.0591,0.0668,"2","2.5","0.4",1.28,1.33,3.01,0.363,0.41,2.28,5.7,0.912,2.92,3.03,6.87,0.828,0.935
"2013","JF4","Measured","Frozen",2013-02-11 13:00:00,2013-02-13 04:00:00,"Feb",0.208382526564345,10590,0.2841,0.0472,0.118,0.0189,0.0604,0.0628,0.142,0.0171,0.0194,"2","2.5","0.4",1.28,1.33,3.01,0.363,0.41,0.661,1.65,0.264,0.846,0.879,1.99,0.24,0.271
"2013","JF4","Estimated","Frozen",2013-03-09 18:00:00,2013-03-11 07:00:00,"Mar",0.45611963793782,23180,0.4864,0.103,0.196,0.031,0.218,0.164,0.413,0.0238,0.0351,"2","1.9","0.3",2.11,1.59,4,0.23,0.34,1.45,2.75,0.434,3.05,2.3,5.79,0.333,0.492
"2013","JF4","Measured","Frozen",2013-03-11 07:00:00,2013-03-14 08:30:00,"Mar",0.285320739866194,14500,0.1756,0.0647,0.123,0.0194,0.136,0.103,0.259,0.0149,0.022,"2","1.9","0.3",2.11,1.59,4,0.23,0.34,0.905,1.72,0.272,1.91,1.44,3.62,0.208,0.308
"2013","JF4","Measured","Frozen",2013-03-27 22:30:00,2013-03-29 14:55:00,"Mar",0.136953955135773,6960,0.1667,0.559,0.152,0.00155,0.12,0.172,0.293,0.0157,0.0344,"18","4.9","0.1",3.86,5.54,9.45,0.505,1.11,7.82,2.13,0.0217,1.68,2.41,4.11,0.219,0.482
"2013","JF4","Measured","Frozen",2013-03-29 14:55:00,2013-03-30 15:15:00,"Mar",0.38055883510429,19340,0.5332,1.47,0.25,0.00431,0.218,0.351,0.574,0.0354,0.0733,"17","2.9","0.1",2.53,4.07,6.65,0.411,0.85,20.5,3.5,0.0604,3.05,4.91,8.03,0.496,1.03
"2013","JF4","Measured","Frozen",2013-03-30 15:15:00,2013-03-31 15:00:00,"Mar",1.02184179456907,51930,1.905,1.85,0.417,0.0232,0.394,0.579,0.996,0.0926,0.154,"8","1.8","0.1",1.7,2.5,4.3,0.4,0.667,25.9,5.84,0.324,5.51,8.1,13.9,1.3,2.16
"2013","JF4","Measured","Frozen",2013-03-31 15:00:00,2013-04-04 13:15:00,"Mar",0.747343565525384,37980,0.4759,1.86,0.406,0.00847,0.403,0.461,0.872,0.111,0.157,"11","2.4","0.1",2.38,2.72,5.15,0.656,0.925,26.1,5.69,0.119,5.64,6.45,12.2,1.56,2.19
"2013","JF4","Measured","Frozen",2013-04-04 13:15:00,2013-04-05 22:30:00,"Apr",0.187445887445887,9526,0.553,0.255,0.034,0.00212,0.0748,0.0811,0.158,0.0273,0.0354,"6","0.8","0.1",1.76,1.91,3.72,0.642,0.834,3.57,0.476,0.0297,1.05,1.14,2.21,0.382,0.496
"2013","JF4","Estimated","Frozen",2013-04-06 16:45:00,2013-04-06 20:30:00,"Apr",0.00121802439984258,61.9,0.00778,0.00166,0.000221,1.38e-05,0.000486,0.000527,0.00103,0.000177,0.00023,"6","0.8","0.1",1.76,1.91,3.72,0.642,0.834,0.0232,0.00309,0.000193,0.0068,0.00738,0.0144,0.00248,0.00322
"2013","JF4","Estimated","Non-Frozen",2013-04-09 17:00:00,2013-04-09 19:00:00,"Apr",0.0109484454939,556.4,0.1519,0.0794,0.00447,0.00397,0.00169,0.00494,0.0106,0.000913,0.00153,"32","1.8","1.6",0.68,1.99,4.27,0.368,0.615,1.11,0.0625,0.0556,0.0236,0.0691,0.148,0.0128,0.0214
"2013","JF4","Measured","Non-Frozen",2013-04-10 04:15:00,2013-04-10 12:00:00,"Apr",0.174419519874065,8864,1.41,1.26,0.0711,0.0632,0.0269,0.0787,0.169,0.0145,0.0243,"32","1.8","1.6",0.68,1.99,4.27,0.368,0.615,17.7,0.996,0.885,0.376,1.1,2.36,0.204,0.34
"2013","JF4","Estimated","Non-Frozen",2013-04-14 20:15:00,2013-04-14 21:45:00,"Apr",0.000824478551751279,41.9,0.0121,0.00168,0.000747,0.000635,6.54e-05,0.000249,0.000949,8.09e-05,9.49e-05,"9","4","3.4",0.35,1.33,5.08,0.433,0.508,0.0235,0.0105,0.00889,0.000916,0.00348,0.0133,0.00113,0.00133
"2013","JF4","Estimated","Non-Frozen",2013-04-14 22:30:00,2013-04-15 01:30:00,"Apr",0.00423455332546242,215.2,0.03188,0.00864,0.00384,0.00326,0.000336,0.00128,0.00488,0.000416,0.000488,"9","4","3.4",0.35,1.33,5.08,0.433,0.508,0.121,0.0537,0.0457,0.0047,0.0179,0.0683,0.00582,0.00683
"2013","JF4","Measured","Non-Frozen",2013-04-15 03:45:00,2013-04-15 08:45:00,"Apr",0.0886068476977568,4503,0.664,0.181,0.0803,0.0683,0.00703,0.0267,0.102,0.00869,0.0102,"9","4","3.4",0.35,1.33,5.08,0.433,0.508,2.53,1.12,0.956,0.0984,0.374,1.43,0.122,0.143
"2013","JF4","Measured","Non-Frozen",2013-05-21 06:00:00,2013-05-21 09:15:00,"May",0.0779024006296734,3959,0.934,1.38,0.369,0.164,0.0392,0.0844,0.288,0.0339,0.0436,"78","20.9","9.3",2.22,4.78,16.3,1.92,2.47,19.3,5.17,2.3,0.549,1.18,4.03,0.475,0.61
"2013","JF4","Measured","Non-Frozen",2013-05-30 00:15:00,2013-05-30 07:30:00,"May",0.379378197560016,19280,1.356,7.65,1.07,0.172,0.0843,0.389,0.645,0.142,0.177,"89","12.4","2",0.98,4.52,7.5,1.65,2.06,107,14.9,2.41,1.18,5.44,9.03,1.99,2.48
"2013","JF4","Measured","Non-Frozen",2013-06-06 01:45:00,2013-06-06 05:00:00,"Jun",0.0601141282959465,3055,0.531,0.354,0.188,0.0191,0.00409,0.043,0.0662,0.0131,0.0162,"26","13.8","1.4",0.3,3.16,4.86,0.963,1.19,4.96,2.63,0.267,0.0572,0.603,0.927,0.184,0.227
"2013","JF4","Estimated","Non-Frozen",2013-06-06 06:00:00,2013-06-06 07:30:00,"Jun",0.00284140102321921,144.4,0.04776,0.0167,0.00888,0.000901,0.000193,0.00203,0.00313,0.00062,0.000766,"26","13.8","1.4",0.3,3.16,4.86,0.963,1.19,0.234,0.124,0.0126,0.0027,0.0285,0.0438,0.00868,0.0107
"2013","JF4","Estimated","Non-Frozen",2013-06-09 20:30:00,2013-06-10 00:15:00,"Jun",0.019775678866588,1005,0.1186,0.117,0.0619,0.00628,0.00134,0.0142,0.0218,0.00432,0.00533,"26","13.8","1.4",0.3,3.16,4.86,0.963,1.19,1.63,0.866,0.0879,0.0188,0.198,0.305,0.0604,0.0747
"2013","JF4","Estimated","Non-Frozen",2013-06-10 02:30:00,2013-06-10 04:00:00,"Jun",0.00290436835891381,147.6,0.04902,0.0171,0.00908,0.000921,0.000197,0.00208,0.0032,0.000634,0.000783,"26","13.8","1.4",0.3,3.16,4.86,0.963,1.19,0.24,0.127,0.0129,0.00276,0.0291,0.0448,0.00887,0.011
